,0
Tvent [K],0.07627127698096915
Tl8 [C],0.07627127698096915
T6 [C],0.07627127698096915
T4 [C],0.07627127698096915
T2 [C],0.07627127698096915
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.015008430217955789
Tin [C],0.014269444898044123
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8170760043578834
dPvent [PA],0.8223695894259051
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.010354588781134261
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.521603197979432e-06
Re [-],1955.3558576346468
q [W/m^2],5087.3233225865815
Nu [-],8.339219144835843
h [W/(m^2 K),369.2811953786789
K_L [-],0.04161137493915213
