,0
Tvent [K],301.61813942307685
Tl8 [C],71.13907211538464
T6 [C],70.77921153846154
T4 [C],70.65892788461532
T2 [C],68.15317307692308
Pbypass [PSI],1263.2701894230768
dPbypass [PA],1277.900867403846
dPtest [PSI],3.3943663120192307
Pvent [PSI],1443.9336312500006
Tbypass [K],308.09824038461545
Treturn [K],297.31943269230766
Tout [C],34.98878365384614
Tin [C],28.449192307692307
Preturn [PSI],1255.3231956730774
dPreturn [PA],5081.957515393181
dPvent [PA],1441.0127330423918
Ptest [PSI],1392.329776442308
Pinlet [PSI],1410.424142754327
Poutlet [PSI],1407.0297764423083
Taverage [C],31.71898798076923
Paverage [PSI],1408.7269595983173
m_dot [kg/s],0.004908327527435507
Re [-],32673.157358148117
q [W/m^2],735405.0034243497
Nu [-],151.02415750312164
h [W/(m^2 K),23785.89825631868
K_L [-],1.6627029424222035
