,0
Tvent [K],303.3101490384616
Tl8 [C],490.9627980769231
T6 [C],490.53757692307715
T4 [C],489.9816730769229
T2 [C],475.4737740384614
Pbypass [PSI],1325.9231567307693
dPbypass [PA],504.2998846874999
dPtest [PSI],2.8387453528846147
Pvent [PSI],1453.5888331730773
Tbypass [K],403.5318124999998
Treturn [K],301.1788413461538
Tout [C],434.8992115384626
Tin [C],424.1375144230759
Preturn [PSI],1309.110161057693
dPreturn [PA],5427.125587323818
dPvent [PA],552.8782591168002
Ptest [PSI],1421.6094192307696
Pinlet [PSI],1439.148164583654
Poutlet [PSI],1436.3094192307688
Taverage [C],429.51836298076944
Paverage [PSI],1437.7287919072123
m_dot [kg/s],0.0030417803887571528
Re [-],11466.498047641644
q [W/m^2],748803.0932506243
Nu [-],61.06798938224844
h [W/(m^2 K),16829.86517503647
K_L [-],1.6463583140419187
