,0
Tvent [K],0.07627127698096915
Tl8 [C],0.1361685808010309
T6 [C],0.1360506461662076
T4 [C],0.13589646704374855
T2 [C],0.13187269852013014
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.07071029820607079
Tin [C],0.06921791933296641
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8169100998189134
dPvent [PA],0.8222606273644766
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04947490937125736
Paverage [PSI],0.34669157196986866
m_dot [kg/s],2.3185009436395756e-06
Re [-],569.2407615726554
q [W/m^2],8196.419204863061
Nu [-],3.086265754929465
h [W/(m^2 K),262.25501782237916
K_L [-],0.04079137780827407
