,0
Tvent [K],0.07627127698096915
Tl8 [C],0.12465481571230855
T6 [C],0.12495097614050872
T4 [C],0.1259532307533064
T2 [C],0.12124118515134817
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.06741910428860608
Tin [C],0.0664799751678354
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8164298667280486
dPvent [PA],0.8221542615389366
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04734163791366421
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.5185233197082705e-06
Re [-],1390.7650577206978
q [W/m^2],17091.42510461655
Nu [-],7.862488991711691
h [W/(m^2 K),929.0969759263223
K_L [-],0.041841195888541405
