,0
Tvent [K],305.3843124999999
Tl8 [C],449.44932211538475
T6 [C],450.5171442307696
T4 [C],454.13069711538435
T2 [C],437.14130288461513
Pbypass [PSI],1306.2360240384628
dPbypass [PA],4237.682221153845
dPtest [PSI],16.25483505288461
Pvent [PSI],1476.4195711538462
Tbypass [K],433.1121298076924
Treturn [K],303.8289567307693
Tout [C],411.1660721153838
Tin [C],404.3939134615391
Preturn [PSI],1293.4747576923082
dPreturn [PA],4897.721050041642
dPvent [PA],3132.4058815187914
Ptest [PSI],1408.3456942307696
Pinlet [PSI],1439.3005292836544
Poutlet [PSI],1423.0456942307683
Taverage [C],407.77999278846175
Paverage [PSI],1431.1731117572112
m_dot [kg/s],0.007271589021479687
Re [-],28017.923127800612
q [W/m^2],1126463.550492028
Nu [-],147.01463998971218
h [W/(m^2 K),39653.90788567147
K_L [-],1.6935213285781112
