,T1 [C],T2 [C],T3 [V],T4 [V],P1 [A],DP1 [A]
0,0.8341112182148179,1.363178643694234,5.980233456843486e-05,-7.129114706754252e-05,1.8817040320727707,0.018145975085506166
1,-0.6135491149274719,2.47024638412041,0.00015515189483556808,0.00017606893897351906,1.7647888181226574,0.038917430261882685
2,4.564551211012889,0.18136717181362705,0.0001894638163681917,0.00011932449165598522,1.9914627625131662,0.020039810805395603
3,-0.46579461594880733,-3.6552662303540173,0.000203603000082683,2.216850221908344e-05,1.7045704798131935,0.024352264325484575
4,0.21241954813838493,1.2472521805302232,0.00035891822405534904,0.000122809423899108,1.8117362288611687,0.04014517723557211
5,2.97407623448594,-1.0877910806700688,0.00011743563532556054,6.304863543610984e-05,1.9326997378972743,0.04625458217209609
6,-1.6978634973437754,-2.6039910060933087,0.0002990329350808755,0.00010876757621064784,1.9308328494731966,0.02882608454134684
7,-1.1023482728845653,4.092063914596716,0.0001828803604521582,0.0001866308287233845,1.9240357365066678,0.009130238781946458
8,0.35874978561687243,-1.8100451702473945,0.00024844378419801517,7.210900970567307e-05,1.9047313176835745,0.015981511060929585
9,-0.6114890795028631,-0.5286654800079499,0.00030807228256719756,0.00011369109629511878,1.8623670278063844,0.0357502391855699
10,-2.2293931248136425,-0.9275798210891856,0.0002992210100726283,6.831844234287476e-05,1.903519510412493,0.026266825760199026
11,-0.37707942348749895,-0.08395862315316197,6.16156995543471e-05,0.00011794214527343491,1.8841268782891323,0.030109811482422616
12,-0.665716652871705,-1.2155364256576067,0.0002835430643902211,0.00010256199587610552,2.0021440669663524,0.025289306458820958
13,1.1386205453063556,0.0011051116476475803,0.000218310847983136,7.595491909676001e-06,1.9307443118076633,0.02696370273551748
14,-3.1143434556584357,0.021728266504967467,0.0002748442100798991,-3.0113351962986274e-05,1.8784253793377055,0.011732118173435082
15,-1.3056768325868469,-0.35424461607509233,0.00025866630852279293,0.000154603295877531,2.085806723656317,0.025479001321467198
16,2.1660409114092016,4.708789790368238,9.075321279362009e-05,-3.939560803482859e-05,1.7476160312560702,0.0349642006669669
17,3.4897023925421684,3.4770679636544695,0.00031897395694547383,-6.332324279786239e-05,1.845496869317394,0.0145958492385551
18,-2.8262308512292553,1.8734014700431776,0.0002437484256425133,-8.31880713899347e-06,1.791269043253825,0.028921837199763482
19,1.2163440481710404,0.5107540884331326,0.00013562636583091135,0.00017484102988370121,1.9043367834174274,0.026933363647833747
20,-1.8313605931012087,4.184370145889212,0.0002497792889568597,0.00010638478606144703,1.8309774245827966,0.018192850841809688
21,-1.599296166077164,-0.4569483904070138,0.00028191749537615505,3.900955981989512e-05,1.9777296567074107,0.01707693472031086
22,-1.6274455810917845,2.388514393307803,0.0001221615915911414,4.6434594969954864e-05,1.922916521426321,0.024151657301211566
23,-0.7848500097336036,3.100282967140498,0.00013159670258210007,5.0836517659056204e-05,1.835645252146104,0.033086565361321756
24,1.875701584549917,0.6606047937965063,0.0002452169769731701,2.7871873326497692e-05,2.0954008410489307,0.044368897088401714
25,1.3431914256033695,-1.3597811347166855,0.00022208779269088444,0.00013805218831076458,1.9145275462333626,0.011926610838003969
26,0.11832171462262817,0.7596945641233015,0.00013035720314138807,7.562592600545937e-05,1.879517007612992,0.036048380597639304
27,-0.6737568401602301,-0.2594951417291874,0.00016984166407738163,3.433299219398537e-05,1.8741915705934717,0.025809444999206215
28,0.013642518706119437,-3.5351298862207576,0.00021315600987984842,-0.00011227087339680607,2.002468695201715,0.023223586196704525
29,-0.19111867636037871,-0.5559217724384775,0.00013847901166775907,0.00011535017099037035,2.0872158792112705,0.022037990698240563
30,1.4945009241398297,-1.1934161645533632,0.0002602680516076488,3.894531057019155e-05,1.8966251532735807,0.03218812576647989
31,-1.1766457244233854,2.4656404688698936,0.000343245946302841,6.125093054322822e-05,1.9529142833265678,0.035502498863534904
32,-0.004039156769115726,1.0949767159619332,0.0001531490992256088,2.3751447713958884e-05,1.8834517217901605,0.027851821800532344
33,-0.18190017609952672,3.472290214718619,0.0003214050922230716,5.991162786808126e-05,1.919913950037724,0.031677676823016136
34,-0.09045080292573128,2.3387609911542953,0.00016996062250391805,5.536943781400454e-05,2.1372338988556425,0.022553433129784205
35,0.47493555836902657,-3.0159632954001236,0.00021517423575501967,-4.3950546512554014e-05,1.9550727608559741,0.048762719756902995
36,0.3782906729454478,3.2226376755185346,0.00021501358251553977,-2.4772299565760198e-05,2.1368900859122997,0.03500887696405359
37,2.5105447179512224,1.7588507394869664,0.00014191965492388962,-0.00013033225607809513,1.9999462331940117,0.05199514531728637
38,-0.15516239590337705,0.4483881882499792,0.00011955873492509522,-0.00015096034855626854,1.9498207918030088,0.005680115909984979
39,2.9356282266000697,1.636150035055064,0.0001841248204177566,-7.472933615040762e-05,1.9669315148686901,0.03728011019243097
40,-0.565693341603756,2.459020662923977,0.00029386936699419663,-6.555095209849494e-05,2.1291503714286395,0.04142504738864145
41,-0.8879393511408792,4.450355402038111,0.00037447979225883584,4.6184997996593485e-05,1.9270489052214905,0.04236554811101716
42,0.19671723009998315,-1.8055615688397275,0.00010741452169373999,-8.26784032148982e-05,2.003092563680045,0.045872263421283095
43,0.6743064188262324,1.4842119533946292,0.000260745548136792,4.282741097420158e-05,1.8956413384225779,0.010841625362364903
44,0.513408789582408,-1.739499636132228,0.0001592332038713707,5.626102256777138e-05,1.855055075441017,0.043147608292458645
45,2.4303432033033654,3.321026329828943,0.00030679319904222257,-7.943471446003955e-05,1.8533978245390126,0.0155748107066067
46,2.144206364629459,-0.14773322095964714,0.00023951541045506524,3.42332491559838e-05,1.9916391441897456,0.028380380409672338
47,0.9350405339087947,1.7723511383348878,0.00011967048838451463,9.63996549719588e-05,2.1489309082368395,0.021655515780450656
48,-0.6226391018364542,-0.3029484943224599,0.00014408109754032958,0.00014788855698796033,2.0034095612158085,0.043921478761659596
49,-0.1806338298597698,0.3837108536427276,0.00016604426547899215,0.00011154970282682689,1.9111949954805423,0.0551414016677365
50,2.658166127596035,-1.2580905818069001,0.00014016860033725536,0.00012303492430827264,1.9548593112583241,0.03710916973217217
51,0.42292318826760206,-0.7215096904658633,0.00022912289551807485,0.00015154208736922587,1.9813074795873107,0.02380736091187453
52,-2.4496009635346114,2.12792385880744,0.00023302838302192443,3.668836799618207e-05,1.8488743903326201,0.03062467713545861
53,-1.2848091049068593,0.6060131809358693,9.889965736813298e-05,0.00015936606233433388,2.00619133022281,0.023073186059332618
54,-1.0746844731932195,0.7110348149883151,0.00011270389715751299,4.049508393998173e-05,2.11010803640258,0.04000882223520795
55,2.168564008104865,-2.671393676951991,0.00028642093233519013,0.0001234478437175352,1.9958178981338555,0.017860710463282324
56,-0.19272509245488784,0.8668001169521863,0.0002838246976674639,-9.975757495473434e-05,1.9398166750709798,0.027732339773664877
57,4.2459349864644285,1.940156148241473,9.808777762992084e-05,-1.0967463912230878e-06,1.9190837474082263,0.021006021635346112
58,1.2394237906388907,1.2126944694514898,0.00014206746935678622,8.63950707754431e-06,1.9427145094654732,0.027516378146664473
59,0.24230267137504682,-0.23622937210222092,0.00024220268949603403,0.00014704349174432497,1.8493416783396623,0.04061023471221599
60,-0.8086272921919148,1.151757766979878,1.0060425442780133e-05,-4.79421355871022e-05,1.9826896817475643,0.022798937234374046
61,1.831181536173334,-0.12136163582700618,0.00010723268206279462,0.00013039166200176508,2.1387752522239176,0.02634241122535366
62,-0.44296019394044717,-0.6719496428813349,0.0002650297758673672,7.062923335981052e-05,1.885445424921884,0.020773965617959467
63,-1.5368303170215687,-1.1484454351536626,0.0001916643746698337,8.35816903896548e-05,2.1740773605565797,0.033697645156971275
64,1.0736780575735194,4.5134990889806135,0.0004049407298238795,8.882987480726585e-05,1.8771382212629968,0.04415460607037288
65,0.03237920301816285,-3.433057990825252,0.00019338073699620863,0.00011850485729176383,2.175280183130756,0.023521236230535328
66,2.2379744614673025,2.0573744064882815,0.00016150913576357297,-3.675538262830509e-05,2.0962912202806203,0.036896072448069805
67,-0.1294735364556502,2.987020012764684,0.000252878760130894,8.300179322377248e-06,1.9176128396149186,0.012146383775472194
68,-5.3533725709519135,-0.017768281131022426,8.45201998477412e-05,6.85475403895978e-05,1.851617925294926,0.017060197294804215
69,1.4886328995004894,1.7911276424280513,0.00016835173589339918,-2.1485968440226075e-05,1.888203512436316,0.02538749531065589
70,-3.5121646452928017,1.045876125334234,0.0002549233379666308,2.0867045632034404e-06,1.983885545431656,0.03244865167763059
71,2.8937960007611916,0.06841078041663039,0.0002565477077236741,8.238531212542265e-05,1.9173799711781758,0.03546052429444242
