Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
8/28/2017 16:10:47:366,1,303.821,451.742,452.093,461.527,432.842,1348.8757,4119.8254,16.793644,1453.3951,431.761,302.775,408.405,400.417,1325.4103,6075.1811,3412.4195,1402.9341,605392.814809952,1992.59700550637,7.72518601359552,7.988,1.41183531207076,678331.362781009,1571.08067375471,6.85959463521688,982880.51471953,3246.24065632741,9.860287208686,4873.49414665299,16.0406757487237,54737.5147181219,7.76431428118987,4526.53417323636,10.4838884782006,43191.7900432581,7.50253108639173,4448.63902113818,14.6928875274979,89261.952611481,10.7855027357471
8/28/2017 16:10:48:535,2,303.847,451.769,452.112,460.646,432.851,1348.6864,4342.5159,16.512708,1453.1066,431.719,302.756,408.394,400.421,1326.4399,5896.5378,3406.5557,1403.3025,604232.561411501,1988.60795535747,7.71744947861725,7.97300000000001,1.4077728897515,714897.125594726,1655.9315795569,7.04239536650691,954719.558388578,3153.42902663722,9.71830979878554,4872.53644930369,16.0361512514643,54628.042451738,7.75654627702516,4525.90577771392,10.4834528425062,45524.5606554832,7.70247120681618,4452.05685542186,14.7050986782157,86709.1702088286,10.6301579342852
8/28/2017 16:10:49:404,3,303.87,451.738,452.066,460.707,432.83,1365.3099,4647.4722,15.426086,1452.7222,431.905,302.83,408.401,400.417,1329.4242,5635.8795,3308.3088,1405.8806,586650.937348758,1930.59840507045,7.60405379117268,7.98400000000004,1.38900160315891,774531.696752744,1793.29180433833,7.32866197212717,914568.911509949,3020.07367668312,9.51060134703181,4871.26040472458,16.0307381601493,53034.6321257179,7.64258625932685,4581.08873052547,10.6067045543012,49294.3645497283,8.01504265895394,4461.96346269924,14.7342187454983,83040.2813762693,10.4028325513952
8/28/2017 16:10:50:271,4,303.863,451.831,452.13,461.484,432.857,1339.9668,4578.8462,18.099968,1453.8115,432.208,303.483,408.39,400.424,1337.6477,5323.2582,3181.2247,1407.4762,564538.547027615,1857.87195883545,7.45945500788703,7.96600000000001,1.35951636338531,748930.038240221,1732.80003664953,7.20399550403846,869181.420569512,2864.02012820986,9.26162604962205,4874.87641762786,16.0430075975945,51036.4120317553,7.49722658104785,4496.9604126984,10.4046209526395,47641.1591114336,7.87949458820877,4489.26198662294,14.7924660907627,78744.1164158746,10.130158930359
8/28/2017 16:10:51:138,5,303.831,451.896,452.214,462.164,432.894,1341.7616,4387.6978,17.691959,1453.5873,431.83,302.821,408.397,400.417,1362.2525,5853.4981,3280.4495,1404.0384,582057.154524492,1915.72668531023,7.57470952713627,7.98000000000002,1.38294819858538,718626.490181556,1664.14211653094,7.05983278707356,973339.281554701,3214.23970449441,9.81156622661245,4874.13216894254,16.0422477263431,52625.7835327583,7.61307058336032,4502.91838567076,10.4275256134839,45752.8311937271,7.7217580342806,4570.93946232527,15.0945260147918,88355.7793479844,10.7306167205845
8/28/2017 16:10:52:001,6,303.828,451.815,452.14,462.497,432.87,1345.9648,4132.234,16.893159,1453.1708,431.758,302.746,408.405,400.409,1326.4203,5933.8873,3446.1463,1403.9156,611281.888980361,2011.93401852483,7.76257976488686,7.99599999999998,1.42009009927701,678906.183840419,1572.42294025917,6.86252428692093,960752.689718348,3173.4612173847,9.74912876394655,4872.74956601019,16.0378555169707,55268.7964497433,7.80190346701362,4516.87122275426,10.4615808456456,43229.7000641256,7.50582290095957,4451.99179175445,14.7053694904456,87260.0052611628,10.66386944108
8/28/2017 16:10:52:867,7,303.86,451.723,452.001,462.559,432.771,1359.9906,3945.963,15.437186,1452.6581,431.849,302.808,408.405,400.413,1328.7987,5663.4929,3319.5511,1403.9156,588618.522072623,1937.1372410736,7.61692017253623,7.99199999999996,1.39274599288663,655058.476447848,1516.86926784095,6.74020778642985,918617.49109366,3033.66321594429,9.53197493566225,4871.04761997557,16.0305654576962,53214.2811987174,7.65551953272459,4563.43091593224,10.5671911152561,41697.7451547294,7.37162929501307,4459.88706861955,14.7284321042362,83414.3706504737,10.426238150714
8/28/2017 16:10:53:733,8,303.857,451.815,452.158,462.617,432.848,1339.6861,4588.6026,18.1991,1452.6262,432.175,303.338,408.405,400.417,1333.6664,5419.8867,3221.797,1406.4937,571272.345797994,1880.06972292228,7.50388529261024,7.988,1.37139095617772,750368.602503458,1736.26101117246,7.21118629553485,882324.976449753,2908.71890910388,9.33361936631276,4870.94172553729,16.0303752276146,51646.614817203,7.54191266970262,4496.02860803306,10.4032593464061,47736.4228853934,7.88736861497379,4476.04576320257,14.7559678088554,79975.6736728433,10.2090693839931
8/28/2017 16:10:54:597,9,303.844,451.862,452.189,462.858,432.919,1341.2786,4471.3375,17.850417,1453.6513,431.823,302.827,408.409,400.421,1357.7564,5335.4391,3216.9074,1405.5122,570807.875132293,1878.62151344865,7.50099463084852,7.988,1.37086266619956,732061.559964193,1695.28153888096,7.12557843950023,884266.518077914,2920.03856352939,9.35176322236916,4874.34462173407,16.0422605736301,51606.466752039,7.53898070533102,4501.31503100971,10.4239816568587,46609.1400816246,7.79368317586583,4556.01432176305,15.0449409126764,80271.3660026833,10.2279248573871
8/28/2017 16:10:55:463,10,303.828,451.831,452.198,462.543,432.904,1345.1424,4276.6369,17.031332,1453.1708,431.745,302.775,408.405,400.424,1325.8078,5980.1723,3455.9217,1402.4428,613015.862078815,2017.64110641157,7.7735817043771,7.98099999999999,1.41943502277507,702201.57064407,1626.42664221721,6.97937363862711,967799.564183685,3196.43155539158,9.78434851176329,4872.74956601019,16.0378555169707,55425.5729025639,7.81296114016515,4514.14120438315,10.4555726282485,44714.6877125975,7.63365103826041,4449.95855214805,14.69724565155,87892.0613316947,10.7024209059482
