,0
Tvent [K],303.7800528846152
Tl8 [C],448.7142259615384
T6 [C],449.0155240384615
T4 [C],459.2637451923079
T2 [C],429.8999759615386
Pbypass [PSI],1345.3314322115386
dPbypass [PA],4807.446782692306
dPtest [PSI],18.24444335096155
Pvent [PSI],1467.5503884615382
Tbypass [K],432.86634615384617
Treturn [K],303.1048317307692
Tout [C],406.01347596153835
Tin [C],398.359846153847
Preturn [PSI],1329.7003028846154
dPreturn [PA],5530.454804700873
dPvent [PA],3535.7206094201833
Ptest [PSI],1400.382314903846
Pinlet [PSI],1433.3267582548074
Poutlet [PSI],1415.0823149038465
Taverage [C],402.1866610576915
Paverage [PSI],1424.2045365793263
m_dot [kg/s],0.007722435311967259
Re [-],29926.792769373038
q [W/m^2],1352025.9778112932
Nu [-],165.1657642540768
h [W/(m^2 K),44296.9009745331
K_L [-],1.6908792432235438
