,0
Tvent [K],0.07627127698096915
Tl8 [C],0.12445097261789609
T6 [C],0.1245345363690114
T4 [C],0.12737702597183442
T2 [C],0.11923282628193416
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.06670457987808083
Tin [C],0.06564321424150962
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8167639270512923
dPvent [PA],0.8222261402712536
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04679351598423655
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.5485560802168375e-06
Re [-],1485.5172752915316
q [W/m^2],18352.255001571353
Nu [-],8.834867643308005
h [W/(m^2 K),1038.8757174683315
K_L [-],0.0417751770317662
