,0
Tvent [K],303.10419230769224
Tl8 [C],472.9394663461539
T6 [C],472.6549038461538
T4 [C],476.25269711538476
T2 [C],457.8687403846153
Pbypass [PSI],1325.134747596153
dPbypass [PA],3622.5459096153863
dPtest [PSI],15.43345494711539
Pvent [PSI],1454.2023533653842
Tbypass [K],435.20879326923074
Treturn [K],301.5946201923078
Tout [C],431.4247884615386
Tin [C],425.1706298076933
Preturn [PSI],1312.5815600961532
dPreturn [PA],5436.446091525086
dPvent [PA],2779.780090330661
Ptest [PSI],1397.942833653846
Pinlet [PSI],1428.076288600962
Poutlet [PSI],1412.6428336538463
Taverage [C],428.2977091346156
Paverage [PSI],1420.3595611274047
m_dot [kg/s],0.006824380378386361
Re [-],25758.01441121736
q [W/m^2],976325.3622822004
Nu [-],120.40051422987246
h [W/(m^2 K),33136.851045491436
K_L [-],1.760114005218999
