,0
Tvent [K],303.4914230769231
Tl8 [C],474.50552884615377
T6 [C],474.2311634615389
T4 [C],473.99746634615417
T2 [C],460.41496634615345
Pbypass [PSI],1319.2217004807694
dPbypass [PA],1836.4718783653843
dPtest [PSI],8.01202979423077
Pvent [PSI],1457.9373923076926
Tbypass [K],421.2270288461536
Treturn [K],301.7526009615386
Tout [C],433.68497115384537
Tin [C],425.84545192307866
Preturn [PSI],1304.0123317307693
dPreturn [PA],5387.98544430875
dPvent [PA],1497.5616801354308
Ptest [PSI],1410.4611014423083
Pinlet [PSI],1433.173131236539
Poutlet [PSI],1425.1611014423074
Taverage [C],429.7652115384611
Paverage [PSI],1429.1671163394228
m_dot [kg/s],0.005012241246857684
Re [-],18890.297877074758
q [W/m^2],898840.4487292988
Nu [-],109.00936951592084
h [W/(m^2 K),30047.01599789065
K_L [-],1.7007203840779426
