,0
Tvent [K],304.30257211538475
Tl8 [C],446.8298557692306
T6 [C],447.24282692307673
T4 [C],455.8900480769229
T2 [C],429.64903365384635
Pbypass [PSI],1337.4660918269224
dPbypass [PA],1690.7087644230767
dPtest [PSI],7.306290137019233
Pvent [PSI],1471.9388346153844
Tbypass [K],415.0683509615385
Treturn [K],302.641625
Tout [C],408.20038942307616
Tin [C],400.3621105769237
Preturn [PSI],1322.553742307693
dPreturn [PA],5458.679347673111
dPvent [PA],1425.340634296397
Ptest [PSI],1424.2672322115372
Pinlet [PSI],1446.2735223485574
Poutlet [PSI],1438.9672322115393
Taverage [C],404.28124999999994
Paverage [PSI],1442.6203772800482
m_dot [kg/s],0.004905992814979458
Re [-],18970.3240747827
q [W/m^2],879640.397753976
Nu [-],110.97608629558923
h [W/(m^2 K),29831.50486487137
K_L [-],1.693940205107776
