,0
Tvent [K],0.07627127698096915
Tl8 [C],0.12560908127442177
T6 [C],0.125921819037593
T4 [C],0.12758289724667846
T2 [C],0.12217637716109775
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.06774331943833106
Tin [C],0.06678889521079631
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8163014676626555
dPvent [PA],0.8221707383404337
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.047565517583651164
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.5040376472436338e-06
Re [-],1308.8337638009857
q [W/m^2],16227.115039525743
Nu [-],7.023128155835806
h [W/(m^2 K),802.3038659468909
K_L [-],0.04205617148385244
