Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
6/26/2017 16:08:55:371,1,305.666,449.816,450.92,456.135,437.582,1307.8228,3971.8218,16.116947,1460.668,433.255,303.7,411.446,404.834,1318.223,4857.1685,3099.1097,1411.0369,552560.224881984,1807.72550719408,7.35809603674163,6.61200000000002,1.11310295343314,634059.209666391,1463.47811258125,6.6205233966878,781561.594282263,2573.46590148918,8.77927024944859,4897.63708270756,16.0228389245371,49656.5355325705,7.39518047021205,4390.25599815426,10.1331917650212,40247.2319558917,7.24227831260561,4424.78024069227,14.5695760312554,70766.8857573689,9.60333864798387
6/26/2017 16:08:56:542,2,305.55,449.804,450.948,456.175,437.61,1299.0053,4164.8185,16.615284,1460.3476,433.274,303.694,411.435,404.845,1288.4835,5271.2892,3245.2557,1406.3709,578490.615580758,1893.2764378359,7.53019502040745,6.58999999999998,1.13534715703583,660386.45709947,1524.17744221779,6.75642521076759,829061.715262506,2729.92457955213,9.0422088389752,4896.57349091998,16.0254409783014,52006.653679846,7.56815510326822,4360.9856467592,10.06519118793,41919.694465528,7.39122216040221,4326.05774391728,14.2447916123377,75088.4161823663,9.89221789352729
6/26/2017 16:08:57:410,3,305.552,449.776,450.893,456.008,437.573,1304.2854,3962.3024,15.852085,1459.835,433.255,303.668,411.435,404.83,1279.589,5337.0649,3273.6078,1408.5816,583339.753881763,1909.13413717391,7.56166495425877,6.60500000000002,1.14268701108646,630828.645082101,1456.02161563537,6.60363590338133,833612.344895776,2745.1438574225,9.06737887869108,4894.87187684285,16.0197670996847,52442.4345317111,7.59979698718172,4378.51333401761,10.1060884098686,40043.3783610345,7.22391383627212,4296.53178525742,14.1487801983002,75512.9581741629,9.92014325613047
6/26/2017 16:08:58:275,4,305.571,449.755,450.865,455.984,437.542,1311.1318,3514.2697,15.475078,1460.2194,433.25,303.642,411.435,404.83,1282.0195,5119.4464,3246.7226,1408.2131,578701.294162741,1893.83578337846,7.53130729061967,6.60500000000002,1.13809948861129,562435.331007702,1298.17733642863,6.23542730399071,801140.683865996,2638.43830519492,8.88940474568895,4896.14792142195,16.022946946608,52022.0639701532,7.56927629469928,4401.24047139115,10.1586623690505,35700.2793560846,6.82092083663511,4304.60001197312,14.1765632289773,72576.1555869601,9.72532630416493
6/26/2017 16:08:59:154,5,305.562,449.746,450.871,455.944,437.545,1324.4398,4469.4903,15.012718,1459.1621,433.338,303.751,411.446,404.837,1285.9161,5096.7103,3189.048,1406.8622,568009.700123542,1858.90163084265,7.46152181557376,6.60900000000004,1.12823664970075,722572.414466678,1667.45684538785,7.06686036896149,800006.909699379,2633.75893313727,8.88151839643003,4892.63813491444,16.0119325535061,51062.8214858936,7.49916609879788,4445.41737372917,10.2585450011981,45850.4673749683,7.72999272882791,4317.53506740221,14.2140604225244,72444.9481603025,9.71653131997154
6/26/2017 16:09:00:022,6,305.549,449.764,450.939,455.999,437.561,1320.6673,4467.596,16.014371,1459.6107,433.475,303.997,411.442,404.841,1288.9657,4933.4932,3123.0611,1408.8272,556427.61406517,1821.07489818383,7.3852144864428,6.601,1.11534669307538,720208.88302746,1661.47732401513,7.05417806361639,776223.970678494,2553.3935225627,8.74496518927569,4894.12729620004,16.0174875263871,50023.5922133947,7.42246240379076,4432.89427754115,10.2264127747647,45687.4808068879,7.71624143364788,4327.65844291844,14.2358590476828,70232.5138079018,9.56701177586793
6/26/2017 16:09:00:891,7,305.568,449.841,450.991,456.132,437.576,1290.7164,4582.1614,17.356284,1459.931,433.65,304.568,411.438,404.837,1296.8502,4751.6046,3084.9374,1411.7728,549755.827408283,1799.12761613874,7.34057691911449,6.601,1.10860533665331,721925.473310407,1664.76530222624,7.06115454167302,752179.101610801,2469.65899769773,8.60038126797305,4895.19055603014,16.0199711881811,49420.6082653425,7.37759162702679,4333.47002263915,9.99301285054571,45789.5977534745,7.72485997855661,4353.83163096203,14.2951052998412,67924.6881002098,9.40851384539952
6/26/2017 16:09:01:755,8,305.539,449.847,450.951,456.31,437.592,1294.665,4268.4436,17.185962,1461.0203,433.331,303.928,411.427,404.834,1305.3732,4675.2736,3073.2061,1411.0369,548073.863850809,1793.79347268535,7.32968698675051,6.59300000000002,1.10561912520112,674556.156368739,1556.67643526251,6.82807659858963,744959.870429025,2451.10641477266,8.56801646008503,4898.80656893341,16.0333265767493,49273.7170389581,7.36661938302968,4346.57769596135,10.0306179247766,42815.1268850578,7.46974574586553,4382.12436755859,14.4182976479909,67409.4863505941,9.37276462453623
6/26/2017 16:09:02:622,9,305.555,449.847,450.936,456.215,437.598,1295.2981,4203.3225,16.635187,1460.6039,433.295,303.669,411.442,404.83,1329.8413,4770.2823,3105.9551,1408.4587,553756.433197355,1812.29707645876,7.36739413137286,6.61200000000002,1.11450953151307,664589.68516546,1533.80418690606,6.77772850506463,774345.988351265,2549.9671957008,8.73909590839862,4897.42429795854,16.0279632077974,49782.1340678708,7.40452704703111,4348.67931881003,10.036301639322,42185.8124973491,7.41464582462779,4463.34805737651,14.6980694683241,70113.9406289169,9.55893239682187
6/26/2017 16:09:03:486,10,305.507,449.804,450.933,456.255,437.607,1298.8029,4022.7344,16.083264,1459.6748,433.201,303.618,411.442,404.822,1277.8101,5440.1902,3276.0488,1407.9675,583710.66476749,1910.62942835185,7.56462563616399,6.62,1.14573048293525,637757.778809073,1472.1983070424,6.64021843217452,848538.507433611,2794.75692295454,9.14894947444857,4894.34008094906,16.0203860499074,52483.5664943359,7.60277676203811,4360.313764806,10.0653363330325,40490.1747144595,7.26410356407663,4290.62659352544,14.1316608156481,76878.9226790128,10.0094645623288
