Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
6/26/2017 16:24:06:372,1,305.499,450.864,452.039,458.621,438.641,1317.0189,3251.9373,14.638774,1455.9582,431.116,303.638,411.48,404.69,1322.9668,4702.0741,2728.1253,1409.8087,484846.623307896,1587.06451840397,6.89440036990202,6.79000000000002,1.07103413536769,522787.658144798,1212.63803279117,6.02649501235612,759328.271618819,2500.76825568216,8.65437944883828,4882.00254899613,15.9804207182221,43596.5900660259,6.92925956190533,4420.7831405942,10.2542775971994,33346.267802887,6.59220673700395,4440.5276399492,14.6244134131736,68765.075537776,9.46653759785409
6/26/2017 16:24:07:544,2,305.372,450.888,452.058,458.88,438.672,1310.1659,3526.2045,14.864211,1455.6057,431.028,303.641,411.484,404.694,1334.6177,5334.6263,2805.8397,1410.0544,498537.416550907,1632.5577215688,6.992516205691,6.78999999999996,1.08627627445332,563929.66720184,1308.33650528931,6.25977810193017,869064.554943979,2862.14495059619,9.25859359232071,4880.83239885531,15.9832348704377,44846.3949338985,7.0278800001972,4398.03409402654,10.2035925601737,35979.9540018509,6.84758613343068,4479.20367477412,14.7516431403339,78694.5034646396,10.1269671600215
6/26/2017 16:24:08:407,3,305.361,450.854,452.073,458.563,438.672,1312.9593,3403.4455,14.397254,1455.4136,430.985,303.593,411.48,404.701,1292.732,5334.6263,2977.893,1407.3534,529037.762816616,1732.49944431874,7.20337063109472,6.779,1.1172193090979,545457.879447097,1265.60757206654,6.15671061908234,841789.795116489,2772.75759031496,9.11286969399149,4880.19470852324,15.9817223172679,47591.8590165358,7.23980557707327,4407.30699446169,10.2261261864373,34804.0631516623,6.7347608079187,4340.16095774228,14.2959849461031,76263.7372778858,9.96933623958554
6/26/2017 16:24:09:276,4,305.413,450.793,451.996,458.316,438.617,1321.2613,3447.4436,13.872508,1454.5485,430.992,303.561,411.476,404.701,1295.7424,5397.9634,2923.1484,1408.8272,519003.427673515,1699.34949616917,7.13412250137273,6.77499999999998,1.10582626350284,556002.878436567,1290.05382567789,6.21588719532849,853767.780278752,2812.50812943281,9.17795876367491,4877.32294430528,15.9695983612527,46681.5058983385,7.17022852676134,4434.8661050125,10.2899035365216,35473.8620915986,6.79925671058185,4350.15420592371,14.3304120289619,77355.0396392561,10.0404114063257
6/26/2017 16:24:10:139,5,305.403,450.756,451.947,458.701,438.555,1330.7185,3437.6872,13.342785,1454.164,431.081,303.638,411.476,404.694,1296.2442,5170.6026,2861.5622,1408.7044,507934.526417873,1663.16154856983,7.0577525362834,6.78199999999998,1.09511884012287,558397.811025917,1295.34312814974,6.22861692628693,818124.016588099,2694.40589316258,8.98319275831974,4876.04656776869,15.965941944803,45687.5359566429,7.09348144172588,4466.25998845037,10.3606050567071,35616.5193876974,6.81291451812227,4351.81996859227,14.3322639741807,74106.4413687849,9.82732188626251
6/26/2017 16:24:11:008,6,305.365,450.817,452.002,458.489,438.577,1363.9915,4093.9666,13.596546,1454.7407,431.201,303.849,411.469,404.686,1300.9293,5063.4128,2797.0422,1409.3175,496678.960734137,1626.50913082422,6.97955062524756,6.78300000000002,1.08314429617543,681627.517346275,1580.76515904712,6.88070417592525,804059.496715353,2646.24697371179,8.90254947818502,4877.96096659483,15.9741979814151,44680.5058651729,7.01486971696548,4576.71220302003,10.6138719599909,43452.8373008792,7.52516924054727,4367.37250880446,14.3734964038205,72778.9456718588,9.73890393160458
6/26/2017 16:24:11:870,7,305.345,450.864,452.036,459.08,438.629,1303.7828,3843.2375,15.404652,1453.4271,431.341,304.23,411.476,404.694,1304.8194,4914.0087,2735.4559,1409.3175,485304.285854451,1589.36378802486,6.89939271515463,6.78199999999998,1.07054687861741,611636.826307103,1417.9890766403,6.51681888873371,782667.826892941,2572.61883079558,8.77782525758166,4873.60037304875,15.960963412038,43660.5115351436,6.9343375532521,4376.84491568916,10.1470644239457,38997.578509024,7.12895744753362,4380.28598699691,14.3979423035102,70751.6137415472,9.60230235642066
6/26/2017 16:24:12:734,8,305.355,450.904,452.079,459.403,438.654,1304.2527,3962.3024,15.376328,1455.5417,431.25,304.292,411.465,404.679,1313.5966,4728.8685,2709.0634,1412.0184,481321.184149073,1576.26757102085,6.87090872459595,6.786,1.06675594753827,630812.829451033,1462.75438713283,6.61888618949611,758246.48984347,2491.838398129,8.63891390343511,4880.61994606378,15.9834289468448,43300.1223663977,6.9056590233561,4378.40478391944,10.1528226873494,40228.5537008591,7.24059759056506,4409.42255952481,14.4907607151184,68524.9018867609,9.4499913961784
6/26/2017 16:24:13:603,9,305.33,450.931,452.082,459.182,438.69,1307.3072,3620.0737,15.024966,1455.1251,431.061,303.577,411.469,404.675,1328.4077,4924.5638,2734.967,1407.8447,485784.415526757,1591.0143632357,6.90297434057205,6.79399999999998,1.07299782067842,577678.521976773,1340.13172608233,6.33538414279345,798528.292320093,2630.3978638701,8.8758495161192,4879.23701117394,15.9802083358135,43705.3424515748,6.93789675281034,4388.54442535253,10.1807967442022,36855.2345387319,6.93037590634309,4458.58911484632,14.6868475373507,72326.3177185565,9.70857252710202
6/26/2017 16:24:14:468,10,305.33,450.913,452.073,459.092,438.675,1310.2638,3570.2975,14.75245,1455.1572,430.976,303.577,411.465,404.664,1303.4706,5369.5433,2887.4695,1408.7044,512883.199922185,1679.76680942647,7.09289787379016,6.80099999999999,1.10365546950068,571023.923528637,1324.95527251781,6.29940916176477,854338.040609945,2814.23836657568,9.18078144059586,4879.34356952719,15.9805573298634,46143.371882982,7.12878032941719,4398.35908040607,10.2055777593325,36436.9487602003,6.89093578505711,4375.80854441549,14.4141636040131,77397.4756050326,10.0431650480929
6/26/2017 16:24:15:330,11,305.376,450.854,451.999,459.36,438.616,1316.3924,3468.2351,14.23918,1455.0932,430.976,303.564,411.457,404.667,1292.8753,5498.65,2939.2803,1406.8622,522063.067086256,1709.57464596516,7.15555366291779,6.79000000000002,1.11160388420396,557294.877191754,1293.09956283355,6.22322053176987,867768.479208032,2858.60141257867,9.25286042018018,4879.13111673566,15.9774544061605,46962.2169801757,7.1917546727442,4418.70342693965,10.2527830481039,35559.0620401191,6.80741692871118,4340.63665282081,14.2989177004546,78624.7438136048,10.1224775813695
6/26/2017 16:24:16:205,12,305.352,450.78,451.996,459.385,438.583,1322.2272,3035.5461,13.788303,1455.0611,431.038,303.564,411.461,404.664,1294.6152,5263.1727,2908.4872,1410.0544,516582.325045283,1691.76008359298,7.1181739319307,6.79700000000003,1.10693699933861,489930.046978736,1136.62843410265,5.83456479211454,831724.467992242,2739.86529361928,9.05865697356165,4879.02455838241,15.9783612302602,46472.859115188,7.15418662207288,4438.07248237712,10.2962441417627,31254.7237491757,6.38212100615173,4346.41238113295,14.3179440945993,75357.8124788213,9.90994726527466
6/26/2017 16:24:17:075,13,305.39,450.817,451.987,459.099,438.503,1336.0116,4083.0264,13.213798,1454.0679,431.081,303.6,411.45,404.66,1297.6452,5191.7128,2830.7691,1409.1947,502435.467117111,1645.2256692004,7.0195932437968,6.78999999999996,1.09048264927057,665860.990378939,1544.63080112308,6.80160730798775,822352.05083088,2708.66946913992,9.00693886948632,4875.72755662391,15.9655769888468,45194.8620036984,7.05513130824807,4483.83083018206,10.4013650107104,42469.047934767,7.43949514141032,4356.47069298177,14.3493764590968,74497.8414347113,9.85323966703998
6/26/2017 16:24:17:938,14,305.335,450.87,452.005,458.908,438.598,1336.0247,3891.7347,14.110194,1453.8115,431.221,303.865,411.45,404.641,1300.9553,4999.269,2775.5355,1409.4403,492545.144136963,1613.13031305603,6.95078627712715,6.80899999999997,1.08281511014697,634671.314065273,1471.80057108831,6.63932139540822,793889.459862044,2612.63870423393,8.84583607428589,4874.87641762786,15.9656653106518,44313.2708508325,6.98598216370522,4483.87431661283,10.3980889534898,40466.603593983,7.26198887837998,4367.45881775102,14.3730236050582,71854.6113450358,9.67686147730576
6/26/2017 16:24:18:801,15,305.35,450.901,452.067,458.849,438.641,1303.7437,4009.2368,15.565789,1455.1893,431.413,304.405,411.45,404.645,1308.1426,4819.8128,2725.1916,1410.6684,484069.466653615,1585.293815797,6.89055322330095,6.80500000000001,1.07280122176812,638035.856935883,1478.94443824336,6.65541495300266,769620.123779145,2528.27688040323,8.70184865262229,4879.45012788044,15.979859596792,43548.1791423569,6.92541126745336,4376.71512031183,10.1450700843782,40673.988320868,7.28057335102383,4391.31759819692,14.425904956216,69530.1613595531,9.51905465817816
6/26/2017 16:24:19:665,16,305.359,450.919,452.089,458.874,438.662,1305.9823,3729.4296,15.333461,1455.2213,431.082,303.801,411.45,404.645,1316.8742,4859.601,2723.7247,1411.7728,483819.543693606,1584.42863545403,6.88867269341071,6.80500000000001,1.07250843907006,594526.010684957,1379.14830747968,6.4269466413335,781152.91426834,2571.26511850962,8.77551550742992,4879.5563542762,15.9797364881212,43524.402972187,6.92352046235937,4384.14632061044,10.1700983121783,37928.6656803478,7.03057724523997,4420.30279811086,14.5499942334319,70707.1665267801,9.59928572808233
6/26/2017 16:24:20:527,17,305.379,450.928,452.058,459.132,438.678,1309.3174,3666.5817,15.180745,1455.4455,431.046,303.614,411.45,404.652,1342.0591,4805.1993,2767.7159,1407.5991,491709.514413257,1610.16151868091,6.94438724100443,6.798,1.08007056139982,585999.791385644,1359.48319062384,6.38096158294651,787180.272635305,2592.70083933977,8.81201875916948,4880.30060296152,15.9811270682055,44231.2194865927,6.97951147283111,4395.21743475138,10.1966319946163,37386.7842730946,6.98017414772294,4503.90595919387,14.8343158062338,71281.8439280937,9.63821621595672
6/26/2017 16:24:21:390,18,305.359,450.867,452.045,459.015,438.665,1312.2675,3477.4703,14.469598,1454.8048,430.974,303.549,411.454,404.656,1291.8458,5566.0516,2935.3686,1408.4587,521264.9513854,1707.05612536523,7.15028099130333,6.798,1.1120935132826,557027.912474139,1292.48611859216,6.22174421402107,877705.987834113,2891.48041282993,9.30592046067335,4878.17375134384,15.9752086931901,46893.1259764373,7.18646245625071,4405.01051256828,10.2210586081023,35543.4277442351,6.8059202515578,4337.21915049462,14.2883658008908,79529.7813274338,10.1805700392328
6/26/2017 16:24:22:252,19,305.343,450.861,452.018,459.163,438.616,1318.2329,3263.588,14.08608,1455.1251,431.002,303.532,411.438,404.656,1293.1034,5273.7278,2929.5049,1407.7219,520338.207235871,1704.11048308254,7.14410917784914,6.78199999999998,1.10851840105423,525144.267974501,1218.42652232357,6.0408615304911,832419.258457927,2742.44316400883,9.0629175029717,4879.23701117394,15.979527977304,46812.1055091992,7.18025150048791,4424.81310448346,10.2663400737896,33505.1042687388,6.60788823559109,4341.39384784811,14.3029197839045,75429.7056855473,9.9146733050798
6/26/2017 16:24:23:118,20,305.379,450.814,451.984,459.662,438.542,1327.6574,3344.1025,13.491673,1453.9398,431.009,303.626,411.442,404.652,1296.166,5281.0314,2866.9407,1408.9491,508810.764279541,1666.16160338314,7.06411514871059,6.79000000000002,1.09739905640911,541946.924976969,1257.39120291448,6.13669328625025,835546.319232178,2751.89318184931,9.07851875235484,4875.30231908337,15.9647595908146,45770.0190366217,7.09988174703259,4456.09843782316,10.3387596032175,34573.8718360186,6.71245227285958,4351.56037783762,14.3319754495255,75687.6123729731,9.93160879820497
6/26/2017 16:24:23:985,21,305.347,450.835,452.005,460.075,438.552,1347.4594,3927.1132,13.415889,1454.4204,431.123,303.675,411.446,404.649,1298.3554,5154.3633,2822.9495,1410.7912,501169.025695479,1641.30980718815,7.01123447129236,6.79700000000003,1.09030699748674,645922.278400651,1498.23200896415,6.69867248460399,816882.83444482,2689.99039909383,8.97582907598495,4876.89770676474,15.9716575134674,45087.1825918141,7.04672166388665,4521.83265935138,10.4884978517764,41189.5183618826,7.32656756089705,4358.82825505274,14.3535959662558,73983.6482714972,9.81917665916536
6/26/2017 16:24:24:853,22,305.354,450.844,452.042,459.428,438.635,1303.5544,4094.1085,15.062475,1454.196,431.286,304.05,411.45,404.652,1303.8094,4919.6927,2756.9626,1412.0184,489378.601837521,1602.65986965136,6.92819160686984,6.798,1.07755163106876,651447.862263494,1510.477646535,6.72599221266581,782966.605862488,2575.12450538559,8.78209892232683,4876.15279416445,15.9688518708268,44025.5273728095,6.96326386045685,4376.0867247894,10.1466004572126,41541.283177978,7.35778605630612,4376.93321638064,14.3954389619491,70821.1359743967,9.60701892436949
6/26/2017 16:24:25:720,23,305.341,450.878,452.055,458.566,438.651,1305.5842,3763.4346,15.596409,1455.2213,431.348,304.461,411.435,404.652,1310.332,4914.0087,2748.6541,1411.8956,488247.792603107,1599.02467275311,6.92032978950727,6.78300000000002,1.07395391789881,599764.027931032,1390.4411934935,6.45320589364142,785974.441327498,2581.52749063919,8.79301038282234,4879.5563542762,15.9806785013352,43925.3574834769,6.95533770239359,4382.82479785565,10.1607629984506,38239.3670307686,7.05931480443874,4398.58547541204,14.4471228676646,70993.287461673,9.61868817214317
