,0
Tvent [K],304.24067307692314
Tl8 [C],463.55055769230756
T6 [C],464.81783653846145
T4 [C],472.2620048076924
T2 [C],450.5934951923074
Pbypass [PSI],1326.7558495192307
dPbypass [PA],1195.1841017788458
dPtest [PSI],5.399094350961539
Pvent [PSI],1457.7975331730765
Tbypass [K],410.7467596153844
Treturn [K],302.54946634615385
Tout [C],414.07032692307627
Tin [C],404.3778942307702
Preturn [PSI],1311.9185846153853
dPreturn [PA],5031.820655979785
dPvent [PA],1052.4703334072167
Ptest [PSI],1417.6595668269229
Pinlet [PSI],1437.7586611778845
Poutlet [PSI],1432.3595668269222
Taverage [C],409.22411057692284
Paverage [PSI],1435.059114002403
m_dot [kg/s],0.00419644422087949
Re [-],16145.20523804606
q [W/m^2],930405.4682481552
Nu [-],83.22747545470864
h [W/(m^2 K),22482.033391981
K_L [-],1.6899780252016368
