Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
6/26/2017 16:42:06:379,1,304.412,454.228,455.45,463.566,441.861,1346.0105,2478.7717,11.032513,1446.7629,424.296,303.104,412.128,404.645,1351.7421,4905.886,2021.3466,1409.9316,356968.017410859,1172.64765321623,5.92629107266081,7.483,1.01460211145688,407264.103134742,959.858455264114,5.36170365199251,809473.149589933,2670.6119008325,8.94344002339937,4851.47806221609,15.9372103012236,32214.6258558634,5.9564447077741,4517.02292732571,10.6459239005923,26388.8148851418,5.8643130413089,4536.04940263685,14.9653234620356,73418.1708578721,9.78157934301448
6/26/2017 16:42:07:550,2,304.392,454.317,455.512,463.64,441.91,1341.8139,2537.3094,11.358616,1446.7309,424.257,303.069,412.124,404.645,1355.0327,5716.2687,2118.6118,1404.8981,374136.690027234,1229.12786810177,6.06733174556879,7.47900000000004,1.03819351840838,415582.135431919,979.552807453783,5.41643001069472,945482.655795033,3119.69437915139,9.6661879224217,4851.37183582033,15.9379084726942,33766.2409575699,6.09820369043014,4503.09199943634,10.6140664725304,26931.1706329763,5.92426964955184,4546.97279569617,15.0030943306513,85761.7185254497,10.571921736352
6/26/2017 16:42:08:413,3,304.425,454.277,455.475,463.606,441.854,1344.3723,2480.9975,10.954049,1446.5067,424.247,303.04,412.12,404.652,1323.2144,5584.7233,2264.2689,1406.3709,399797.069611838,1313.28593122062,6.27160726888278,7.46800000000002,1.07156915099922,407133.686455548,959.661910291758,5.36115468050518,902034.263559101,2976.61781797486,9.44192937094059,4850.62758713501,15.9337360175249,36078.2629252914,6.30352353135078,4511.58479977761,10.6343351862891,26383.7590113454,5.86375123800246,4441.34956668641,14.6559845785587,81849.6185603172,10.3279834142
6/26/2017 16:42:09:283,4,304.434,454.2,455.429,463.538,441.82,1349.9852,2553.3184,10.40672,1446.3465,424.251,303.014,412.12,404.66,1324.674,5649.6862,2218.8145,1406.4937,391727.895867463,1286.74161186813,6.20790242014378,7.45999999999998,1.0595482720497,420750.981441605,991.750123020581,5.45004816495062,913533.534417578,3014.82286104793,9.5023300025712,4850.09579124122,15.9315181328013,35349.0834400724,6.23949796738111,4530.21724155196,10.6781533609867,27264.7254546291,5.96084413986201,4446.19481816316,14.6732323198372,82899.1581467785,10.3939892191816
6/26/2017 16:42:10:145,5,304.421,454.209,455.398,463.553,441.737,1360.937,2823.0855,9.9458922,1446.1542,424.287,303.088,412.128,404.664,1325.7622,5429.6289,2176.7791,1406.8622,384255.522313807,1262.25037797592,6.14853944573445,7.464,1.04997904721895,468978.797054069,1105.33388261735,5.7536832605496,878672.299978122,2899.06660764571,9.31812014236113,4849.45743699418,15.9301015271423,34676.3120651614,6.17983699853411,4566.57256158694,10.7629330184214,30384.6801417766,6.29266390390943,4449.80717953408,14.681568321854,79715.467657663,10.1924479202075
6/26/2017 16:42:11:008,6,304.46,454.243,455.429,463.572,441.753,1389.8502,2968.2462,9.8685764,1445.7376,424.45,303.237,412.12,404.664,1329.3917,5270.4763,2117.1487,1408.3359,373621.615302721,1227.16158215438,6.06247672415487,7.45600000000002,1.03417258747078,503569.096258104,1186.4038078881,5.96094994272396,855251.772972676,2820.40705116023,9.19083786388004,4848.07450210434,15.9235186957378,33712.4569061071,6.09334503866922,4662.55209364883,10.984926595945,32605.9666256925,6.51862115529571,4461.85557651604,14.7140869238122,77550.2464080921,10.0530719992194
6/26/2017 16:42:11:872,7,304.428,454.271,455.481,463.621,441.839,1337.206,2734.6155,11.88566,1445.5134,424.622,303.628,412.113,404.675,1333.0147,5130.8144,2070.2237,1408.5816,365283.918966862,1199.90250228909,5.99476534970808,7.43799999999999,1.02015321061075,446360.487400275,1051.19491547841,5.61100731212639,834857.588533126,2749.60671786899,9.0747464366656,4847.33025341903,15.9227477545397,32963.64977057,6.02529360547949,4487.79573040393,10.5689194869883,28901.9310473701,6.13720502836945,4473.88239626135,14.7347490885602,75601.2628039715,9.92594185449238
6/26/2017 16:42:12:735,8,304.454,454.314,455.503,463.618,441.854,1339.1379,2892.4216,11.911686,1447.0513,424.463,303.667,412.116,404.675,1340.9123,4969.2231,2022.8134,1411.1597,357298.263194954,1173.5705991544,5.9286227920162,7.44099999999997,1.00930438974838,472800.637095491,1113.87950680151,5.77588204906218,813354.783905019,2678.443110068,8.95654314051984,4852.43542760791,15.9381562653403,32239.9160648243,5.95878231334695,4494.20881709064,10.5879872146468,30624.9229201684,6.31749204976093,4500.09907073571,14.81919033262,73639.8629241519,9.79633634382691
6/26/2017 16:42:13:602,9,304.476,454.314,455.527,463.606,441.857,1340.5346,2640.1308,11.603957,1446.827,424.326,303.117,412.113,404.671,1353.9054,4961.9133,2042.3643,1409.9316,360695.704803134,1184.64412565566,5.95652764148084,7.44200000000001,1.01419126435805,432010.822817518,1018.11065741321,5.52200379370072,820027.93524535,2705.31819477413,9.00136527220748,4851.69084696511,15.9345591999537,32544.174846222,5.98683378855734,4498.84526730822,10.6023323277579,27991.5441303494,6.0397731932675,4543.23063894793,14.9883729350314,74371.0070116925,9.8448484014589
6/26/2017 16:42:14:473,10,304.447,454.317,455.493,463.624,441.861,1342.3229,2572.4523,11.47765,1446.7629,424.296,303.072,412.113,404.675,1348.3472,5645.6279,2151.3607,1409.4403,379928.392198863,1247.92949905521,6.11356078081965,7.43799999999999,1.04036910454232,421497.96804266,993.405471752408,5.4545946573899,929191.319014368,3065.90948360247,9.58250100070688,4851.47806221609,15.9353781190686,34282.7462250042,6.14466726525782,4504.78166304395,10.6170731353676,27311.9142063447,5.96600031116748,4524.77977791883,14.9297189378063,84287.6377744376,10.4806723269085
