,0
Tvent [K],0.07627127698096915
Tl8 [C],0.1285658860240573
T6 [C],0.1289173636749274
T4 [C],0.1309820065133996
T2 [C],0.12497223743480165
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.06782188518383866
Tin [C],0.06647779184872823
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.816339847861782
dPvent [PA],0.8222364709882671
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04748448409473518
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.7789716657417811e-06
Re [-],801.4443951830453
q [W/m^2],10644.324431779702
Nu [-],4.241610433648616
h [W/(m^2 K),380.23893649974235
K_L [-],0.041783716184022386
