,0
Tvent [K],0.07627127698096915
Tl8 [C],0.13216465297059582
T6 [C],0.1325047165626632
T4 [C],0.13446045314426092
T2 [C],0.1283917588500071
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.06886627692151565
Tin [C],0.06735988978667941
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8163542921408335
dPvent [PA],0.8222423927252653
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04816616771423816
Paverage [PSI],0.34669157196986866
m_dot [kg/s],2.0680315894900874e-06
Re [-],656.3377117316373
q [W/m^2],9171.580570382903
Nu [-],3.4303685175472785
h [W/(m^2 K),289.0028447341796
K_L [-],0.04140180107264935
