Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
8/19/2017 11:49:41:370,1,301.621,27.675,27.604,27.591,27.27,1378.2196,3558.6938,7.5050129,1461.1486,301.553,300.989,27.24,27.313,1318.5814,5699.2166,3618.6849,1422.3309,645410.921172495,2139.80764327582,8.00546523931902,-0.0730000000000004,-0.0133704638623578,598687.511558596,1985.34755601369,7.71112035549499,917303.949671628,3047.63280276564,9.55389642146856,4899.23247038893,16.2430085119701,58778.3296328376,8.04579918560515,4623.94344619372,15.3337670200387,54568.1816248561,8.43289985564448,4425.96997632482,14.7047565735785,83805.5927630978,10.4506596224734
8/19/2017 11:49:42:438,2,301.685,27.688,27.582,27.594,27.283,1332.187,3521.7525,8.2194849,1460.1874,301.641,301.328,27.243,27.318,1324.7522,5333.0005,3493.0713,1422.4538,622597.256361989,2063.73288815151,7.86187168777092,-0.0750000000000028,-0.0134903821758388,572684.169659887,1898.56209752615,7.54069911434213,862377.524456508,2861.92296917813,9.2582345476843,4896.04169502619,16.2289861777224,56689.0058454989,7.90150809234059,4471.13478414344,14.8227024315111,52201.8893449303,8.24803153565786,4446.45440891781,14.7561939445316,78694.7896842838,10.1269855763922
8/19/2017 11:49:43:306,3,301.634,27.71,27.579,27.591,27.273,1325.9147,3415.4277,8.6155796,1462.0777,301.544,301.066,27.243,27.316,1338.7945,5313.516,3453.9659,1425.6459,616424.163135684,2043.61631359755,7.82346041211127,-0.0730000000000004,-0.0130664854061147,552779.383671121,1833.16326529834,7.40968561628574,868334.522458134,2884.19988460382,9.29419727578342,4902.31668739841,16.2525334922403,56135.6964708059,7.86285245777681,4450.31341470139,14.7584213736682,50406.3211678983,8.10493811260868,4493.06887508111,14.9238667769895,79298.2049014019,10.1657372388605
8/19/2017 11:49:44:170,4,301.666,27.71,27.611,27.604,27.273,1329.1716,3324.1637,8.4047833,1461.7893,301.565,301.055,27.246,27.319,1315.8186,5955.8104,3743.8132,1422.2081,668020.984683971,2214.43909716034,8.14387462639402,-0.0730000000000004,-0.0136016306531407,539330.040981439,1788.43712294676,7.31873541408384,956594.854288655,3177.47539249856,9.75529275014899,4901.3593220066,16.2476358688304,60828.1136345208,8.18488803936297,4461.12493808768,14.7932450320418,49175.1681407186,8.00534639304671,4416.79865488062,14.6710689238864,87378.1048759994,10.6710833590339
8/19/2017 11:49:45:035,5,301.666,27.688,27.595,27.585,27.299,1338.4265,3299.2032,7.8277922,1461.2767,301.562,301.023,27.245,27.32,1317.8777,5709.7717,3623.0855,1422.6994,646252.44311497,2142.2780264099,8.01008501477131,-0.0749999999999993,-0.0137447051289713,539007.42415977,1787.38509546883,7.31658251665157,918512.367805282,3051.30294962605,9.55964738540659,4899.65770792946,16.2419951467168,58846.1371071399,8.05043871919464,4491.84727152983,14.8952695350536,49142.5209149113,8.00268859081256,4423.63399149049,14.6953355440963,83907.011011685,10.4569812001618
8/19/2017 11:49:45:904,6,301.644,27.661,27.577,27.565,27.288,1375.0477,3566.0347,7.6128231,1460.7961,301.662,301.188,27.253,27.324,1322.1783,5416.6413,3528.7503,1423.4362,629218.791489835,2085.96488406809,7.90410508229694,-0.0710000000000015,-0.0128394994326292,598541.798515136,1984.14715315531,7.70878881145483,874200.916223816,2902.50911797222,9.32365092383187,4898.0623202481,16.2378907594651,57299.4618888298,7.94393790043922,4613.41408667119,15.2933219519568,54536.5167589496,8.43045277582591,4437.91015516609,14.7346844999339,79812.5006048119,10.1986493671072
8/19/2017 11:49:46:769,7,301.625,27.67,27.597,27.594,27.246,1325.0271,3482.5854,8.6674175,1462.4301,301.637,301.515,27.252,27.327,1334.4157,5278.599,3448.1022,1423.8047,615525.999857994,2040.69954366513,7.81787536613146,-0.0750000000000028,-0.0134148877876296,563271.387835999,1867.3816137808,7.47852152659287,859806.986261399,2851.62259344112,9.24155882719166,4903.48650558175,16.2568968274571,56055.4417159279,7.85722985899236,4447.36696004891,14.7441028787878,51347.5974217643,8.18026298085933,4478.53312065086,14.8534338943365,78405.3213012106,10.1083430280611
8/19/2017 11:49:47:639,8,301.631,27.712,27.597,27.561,27.281,1328.6429,3314.8807,8.5039029,1461.9175,301.563,301.004,27.256,27.323,1315.9684,5979.3594,3681.249,1422.8222,656915.054216587,2177.87645903965,8.07636297519003,-0.0670000000000002,-0.012380200270128,537609.989206964,1782.74519489116,7.30707973075263,960486.520883913,3190.94271466131,9.77594417013169,4901.78489150462,16.2509320709895,59823.7274353979,8.11703284589567,4459.36987885518,14.7875232666315,49018.8754773576,7.99261463545235,4417.29592719578,14.6752067321224,87748.3353206596,10.693666727238
8/19/2017 11:49:48:506,9,301.634,27.686,27.613,27.597,27.281,1334.9282,3426.0364,8.0204801,1461.4369,301.579,300.982,27.253,27.327,1316.77,5768.2377,3665.6099,1422.6994,653909.232143544,2167.8896680863,8.05782436034734,-0.0740000000000016,-0.0136422673019889,558265.816078849,1851.14287161523,7.4459339316249,927137.671213093,3080.37580723463,9.60508164507679,4900.18950382325,16.2454812913108,59549.5970516938,8.09841414450276,4480.23440277051,14.8559230011722,50896.9329576131,8.14428584958135,4419.95689840965,14.685120367363,84707.2649320611,10.5067290215419
8/19/2017 11:49:49:376,10,301.605,27.706,27.61,27.607,27.291,1356.0681,3548.0851,7.369676,1460.8282,301.614,301.095,27.257,27.328,1320.9468,5509.2114,3551.2349,1423.0678,633241.981948428,2099.57388620357,7.92984667311691,-0.070999999999998,-0.0128813143044308,587309.036390141,1947.22074038387,7.63671885206623,888312.800047137,2950.27416611746,9.40005505208612,4898.16887860135,16.2403437562419,57673.2755351634,7.96980834314067,4550.40988351408,15.0868656080755,53529.4830697151,8.35225464358478,4433.82209871664,14.725658342771,81126.7648144993,10.282276555992
