,0
Tvent [K],302.0433653846154
Tl8 [C],28.812129807692315
T6 [C],28.724067307692316
T4 [C],28.813846153846153
T2 [C],28.444793269230768
Pbypass [PSI],1338.6397730769236
dPbypass [PA],3415.8030447115398
dPtest [PSI],8.261401272115389
Pvent [PSI],1477.9381043269227
Tbypass [K],302.1258413461536
Treturn [K],301.25734134615374
Tout [C],27.891649038461516
Tin [C],27.91770673076923
Preturn [PSI],1328.9482817307703
dPreturn [PA],5471.308740736573
dPvent [PA],3558.4139218009
Ptest [PSI],1424.322199519231
Pinlet [PSI],1447.2836007913463
Poutlet [PSI],1439.022199519231
Taverage [C],27.904677884615392
Paverage [PSI],1443.152900155288
m_dot [kg/s],0.007794660417507052
Re [-],52300.220829601116
q [W/m^2],-4662.70310985459
Nu [-],-51.84766700511084
h [W/(m^2 K),-8106.055693220674
K_L [-],1.6619587204409016
