,0
Tvent [K],0.07627127698096915
Tl8 [C],0.07627127698096915
T6 [C],0.07627127698096915
T4 [C],0.07627127698096915
T2 [C],0.07627127698096915
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.014268532500431986
Tin [C],0.014272124105918157
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8166896660728455
dPvent [PA],0.8221578100276252
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.010090645992831854
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.558723264530934e-06
Re [-],2596.096746333586
q [W/m^2],3604.7201468580697
Nu [-],40.05905970534824
h [W/(m^2 K),6250.847845394138
K_L [-],0.041064668499250764
