,0
Tvent [K],0.07627127698096915
Tl8 [C],0.13138220681807272
T6 [C],0.1313052517492778
T4 [C],0.1313060024262344
T2 [C],0.1274917063497089
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.07025968924525615
Tin [C],0.069327656384938
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8169710441548791
dPvent [PA],0.8222542143533564
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04935267944263001
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.5207121872461058e-06
Re [-],1088.33616769082
q [W/m^2],14134.10823632085
Nu [-],5.681940420075328
h [W/(m^2 K),643.2266714280879
K_L [-],0.042413898534325346
