,0
Tvent [K],303.54104326923084
Tl8 [C],46.59685096153843
T6 [C],46.66066826923077
T4 [C],48.07547115384617
T2 [C],45.713009615384586
Pbypass [PSI],1341.3925836538458
dPbypass [PA],3439.950696153848
dPtest [PSI],8.297761927403851
Pvent [PSI],1481.321162019231
Tbypass [K],305.62684134615387
Treturn [K],301.69574519230775
Tout [C],34.2196201923077
Tin [C],32.420485576923106
Preturn [PSI],1331.3235677884609
dPreturn [PA],5470.732306435677
dPvent [PA],3536.104650949382
Ptest [PSI],1428.492080288461
Pinlet [PSI],1451.4898422158658
Poutlet [PSI],1443.1920802884608
Taverage [C],33.320052884615386
Paverage [PSI],1447.3409612521632
m_dot [kg/s],0.007760378307236694
Re [-],51459.725882737155
q [W/m^2],319875.5849682137
Nu [-],192.04836790412236
h [W/(m^2 K),30377.615251871714
K_L [-],1.6603262824552822
