,0
Tvent [K],0.07627127698096915
Tl8 [C],0.07627127698096915
T6 [C],0.07627127698096915
T4 [C],0.07627127698096915
T2 [C],0.07627127698096915
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.015146048707384651
Tin [C],0.014896541469629094
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8166553423318744
dPvent [PA],0.8221345550584599
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.010622025927322514
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.551445396138321e-06
Re [-],2554.37596949211
q [W/m^2],4221.319690345985
Nu [-],9.931648121275927
h [W/(m^2 K),578.7906471993755
K_L [-],0.04102427772259349
