,0
Tvent [K],304.5398798076922
Tl8 [C],436.51731730769245
T6 [C],436.8912211538464
T4 [C],446.72369230769243
T2 [C],420.2733990384616
Pbypass [PSI],1330.9341812500008
dPbypass [PA],4897.970996634615
dPtest [PSI],18.459908764423076
Pvent [PSI],1475.2536668269242
Tbypass [K],433.3881778846153
Treturn [K],303.57548557692303
Tout [C],405.4608894230774
Tin [C],399.47498076923137
Preturn [PSI],1317.9914168269233
dPreturn [PA],5426.53287986799
dPvent [PA],3584.930370463664
Ptest [PSI],1404.149717307693
Pinlet [PSI],1437.3096260721154
Poutlet [PSI],1418.849717307692
Taverage [C],402.46793509615406
Paverage [PSI],1428.0796716899038
m_dot [kg/s],0.007786386864748703
Re [-],30165.548896006094
q [W/m^2],1066173.219022376
Nu [-],182.0540246257827
h [W/(m^2 K),48841.92963413847
K_L [-],1.686670790948687
