,0
Tvent [K],0.07627127698096915
Tl8 [C],0.12106812158606087
T6 [C],0.12117182405398962
T4 [C],0.12389909528964468
T2 [C],0.11656286940327745
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.06662793767173074
Tin [C],0.06579784148899666
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8167832070453493
dPvent [PA],0.8221765679386188
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04682050304887583
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.5500171844464663e-06
Re [-],1497.3685637384776
q [W/m^2],17823.298551366697
Nu [-],10.021220722212808
h [W/(m^2 K),1309.454124308897
K_L [-],0.04167108564035664
