,0
Tvent [K],303.0033653846155
Tl8 [C],476.2213269230767
T6 [C],475.97622596153855
T4 [C],479.31151923076897
T2 [C],460.66745192307684
Pbypass [PSI],1324.9120591346154
dPbypass [PA],2521.9132562499994
dPtest [PSI],11.11080928942308
Pvent [PSI],1454.5182754807688
Tbypass [K],427.4923365384617
Treturn [K],301.29819711538454
Tout [C],431.9522019230766
Tin [C],424.7589278846154
Preturn [PSI],1310.8113365384613
dPreturn [PA],5403.49856679054
dPvent [PA],2009.2100431170618
Ptest [PSI],1402.4055572115396
Pinlet [PSI],1428.2163665009623
Poutlet [PSI],1417.105557211539
Taverage [C],428.35556490384624
Paverage [PSI],1422.660961856249
m_dot [kg/s],0.005803334932956262
Re [-],21902.776718797064
q [W/m^2],954921.0890207669
Nu [-],107.4688281784832
h [W/(m^2 K),29580.05440354387
K_L [-],1.7548931220159503
