Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
9/1/2017 11:37:39:370,1,303.16,437.007,436.792,436.991,422.343,1304.9706,1699.2127,8.1525242,1442.5978,408.417,300.995,399.833,392.568,1298.4141,5013.0695,1429.4318,1406.7394,251709.64691751,830.286472217675,4.98669940369192,7.26500000000004,0.8288689039486,270669.69170097,662.728759334136,4.4551991041164,794525.982623754,2639.66505298677,8.89147107984068,4837.65170093505,15.9574208369674,22810.0447903439,5.01214513055475,4380.78790671689,10.7262623904414,18226.2012773703,4.87366061258699,4359.02311409747,14.4820449313028,72599.4977427434,9.72689012240401
9/1/2017 11:37:40:582,2,303.169,437.091,436.879,437.038,422.374,1304.2919,1741.5058,8.087823,1443.2387,408.437,300.607,399.87,392.602,1325.1953,5212.0165,1439.6962,1407.2306,253629.741836804,836.595238420828,5.00560877244416,7.26800000000003,0.832355512325326,277262.335940717,678.83746071173,4.5090194533891,843095.602942345,2804.64394688861,9.16511832644033,4839.7792164677,15.9639647076967,22983.259326605,5.03113971046513,4378.53491125425,10.7202210163483,18669.3270772525,4.93255042957963,4447.92531254164,14.7964794982873,77119.495286985,10.0251133386587
9/1/2017 11:37:41:446,3,303.172,437.094,436.9,437.025,422.43,1309.5785,1656.8248,7.7556636,1442.5017,408.404,300.626,399.916,392.647,1285.7532,5729.2625,1559.446,1405.635,274585.645466994,905.709120456355,5.20827106946041,7.26900000000001,0.866174285679005,264849.573873172,648.498971296001,4.40710963606204,899181.763491376,2991.03125974259,9.46476171956967,4837.33268979028,15.955736973699,24882.110200687,5.23484917477372,4396.08417574931,10.7640575894196,17834.1575627786,4.82095970501607,4316.99430865628,14.3600164611719,82272.3038103751,10.3546167987386
9/1/2017 11:37:42:315,4,303.211,437.057,436.888,437.001,422.405,1324.27,1351.0636,7.1149286,1441.893,408.503,300.563,399.953,392.692,1289.1416,5437.7516,1503.7235,1404.8981,264662.356952689,872.865288372417,5.11296500656969,7.26099999999997,0.849388341083717,218395.401460366,534.623739508317,4.00150467421012,855679.531426112,2846.92238041979,9.23393944428612,4835.31206456837,15.947020604689,23979.9096382551,5.13906771164447,4444.85370991665,10.8808349263449,14700.7000065932,4.37699660219109,4328.24235613765,14.4004496765658,78306.0682694653,10.1019429432882
9/1/2017 11:37:43:182,5,303.205,437.171,436.953,437.149,422.501,1302.1838,1842.764,8.0367893,1441.1561,408.699,301.11,399.999,392.734,1296.2507,5155.17,1448.4937,1407.2306,254811.362710673,840.393010374741,5.01695753116219,7.26500000000004,0.833898286897419,292909.301351652,716.687100657579,4.63301816317612,815686.267503391,2708.93117964661,9.00737398230216,4832.86586984843,15.9392683822774,23087.9298343381,5.04258312079771,4371.53691547586,10.6962261113334,19710.6204138253,5.06824206500649,4351.84154582891,14.4526636306629,74505.9379688845,9.8537750847292
9/1/2017 11:37:44:044,6,303.192,437.218,437.038,437.194,422.574,1303.6457,1773.7584,8.1431062,1443.1746,408.509,300.673,400.055,392.771,1319.1158,5082.0906,1430.406,1408.7044,251981.905204735,831.09681391572,4.98913226579025,7.28399999999999,0.831442065182065,282257.309255078,690.945142591909,4.54905295988293,818307.404204448,2721.58592292772,9.02838839476982,4839.56643171868,15.9620518737918,22832.214772583,5.01458028976604,4376.38980197481,10.7130805000008,19002.4165267525,4.97635802990794,4427.74395713407,14.7261109482197,74839.4300245045,9.87580344084645
9/1/2017 11:37:44:912,7,303.179,437.292,437.063,437.238,422.626,1308.8997,1677.7108,7.7955565,1442.758,408.374,300.599,400.1,392.817,1285.7402,5752.8115,1560.9128,1406.0034,274892.751662211,906.701162224991,5.21112265186655,7.28300000000002,0.868317678932418,268049.266948007,656.381814092002,4.43381408619311,902868.543411378,3003.56469386584,9.4845712678752,4838.18349682884,15.9581748631298,24909.3194084976,5.23771061176248,4393.83084832918,10.7593305360507,18051.0450411021,4.85018581169986,4316.951154183,14.361162725701,82617.0620817841,10.3762893885821
9/1/2017 11:37:45:788,8,303.222,437.234,437.032,437.262,422.626,1319.6818,1397.572,7.2801279,1441.9891,408.464,300.586,400.142,392.854,1288.073,5514.0826,1514.4768,1405.3894,266572.753449409,879.133946248651,5.13129205460017,7.28800000000001,0.855602679724535,225130.62334755,551.163929618154,4.06293245899082,866971.65701283,2884.27157955736,9.29431279185853,4835.63107571314,15.9474941650446,24152.1099310954,5.15748658701125,4429.62283650913,10.844585658734,15156.0892682482,4.4442735171537,4324.69505843413,14.3875465205769,79334.1199258038,10.1680390650561
9/1/2017 11:37:46:651,9,303.209,437.32,437.118,437.318,422.667,1322.919,1850.0575,7.5985045,1440.291,408.699,300.977,400.187,392.899,1295.2276,5194.9582,1450.4495,1406.4937,255002.251526601,841.011485564747,5.0188032706299,7.28800000000001,0.836846057809469,298751.184530945,730.980953050888,4.67899131734985,821333.057922028,2728.88977537163,9.04049490840493,4829.99410563047,15.9295868712026,23105.0613125424,5.04445359780453,4440.36896427052,10.864643574539,20100.2153299027,5.11808573785967,4348.44528878187,14.4477660711013,75055.5408227497,9.89005214119802
9/1/2017 11:37:47:520,10,303.173,437.431,437.217,437.413,422.775,1303.6261,1785.5998,8.1712461,1442.3736,408.551,300.69,400.232,392.933,1311.935,5079.6582,1421.1195,1408.5816,250207.036449115,825.294589060092,4.97168618222202,7.29900000000004,0.830240872382161,284137.353461766,695.475848698856,4.56394324864325,813463.300225014,2705.32209326886,9.00137175790711,4836.90745224973,15.9542817211616,22672.9408624364,4.99705922172932,4376.3247383074,10.7118199155244,19127.0234987964,4.9926474233483,4403.90675392481,14.6460033719938,74396.6911257758,9.84654821965658
