,0
Tvent [K],0.07627127698096915
Tl8 [C],0.13295907630898823
T6 [C],0.13289799644527764
T4 [C],0.13356263997351817
T2 [C],0.128537202376975
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.0703859686551231
Tin [C],0.06923191923508067
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8169023333596785
dPvent [PA],0.8222433640834143
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04936406391417922
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.6164126540199064e-06
Re [-],923.4776095712833
q [W/m^2],12433.66749774241
Nu [-],5.047825810039924
h [W/(m^2 K),513.334195658322
K_L [-],0.04302261317733625
