,0
Tvent [K],303.465778846154
Tl8 [C],479.39074038461547
T6 [C],479.1705144230772
T4 [C],481.5669086538462
T2 [C],463.44745192307704
Pbypass [PSI],1310.8385249999997
dPbypass [PA],1728.8338163461535
dPtest [PSI],7.926240085576925
Pvent [PSI],1457.4751360576918
Tbypass [K],421.23858653846156
Treturn [K],300.99129326923077
Tout [C],432.56042307692445
Tin [C],424.2384471153858
Preturn [PSI],1296.6695413461543
dPreturn [PA],5292.246759575597
dPvent [PA],1448.9453864534987
Ptest [PSI],1408.858058173077
Pinlet [PSI],1431.4842982586545
Poutlet [PSI],1423.5580581730767
Taverage [C],428.39943509615415
Paverage [PSI],1427.5211782158653
m_dot [kg/s],0.004929536151673942
Re [-],18603.853072021524
q [W/m^2],938414.3304641036
Nu [-],97.56963799914546
h [W/(m^2 K),26857.70428662317
K_L [-],1.7407838500283352
