,0
Tvent [K],303.36461057692316
Tl8 [C],482.6040336538462
T6 [C],482.2344182692307
T4 [C],481.82641346153855
T2 [C],467.5741490384616
Pbypass [PSI],1328.874540384616
dPbypass [PA],1070.0606256730773
dPtest [PSI],5.093138360576924
Pvent [PSI],1454.5406105769232
Tbypass [K],413.20327884615375
Treturn [K],301.3132451923076
Tout [C],433.76703365384594
Tin [C],424.61033173076834
Preturn [PSI],1314.2768846153847
dPreturn [PA],5452.173627918305
dPvent [PA],964.4223178477085
Ptest [PSI],1417.5981620192308
Pinlet [PSI],1437.391300379807
Poutlet [PSI],1432.2981620192306
Taverage [C],429.1886826923083
Paverage [PSI],1434.84473119952
m_dot [kg/s],0.004018469831318485
Re [-],15153.36148883337
q [W/m^2],841704.2349150241
Nu [-],82.07486022113928
h [W/(m^2 K),22611.358559028056
K_L [-],1.6898964517514017
