,0
Tvent [K],0.07627127698096915
Tl8 [C],0.13385028234826835
T6 [C],0.13374776972780097
T4 [C],0.13363461025431708
T2 [C],0.12968174290260945
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.07055329565744697
Tin [C],0.06928348995280077
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8168715367916157
dPvent [PA],0.8222572861013222
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04944180798718573
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.8369466911861378e-06
Re [-],752.2139662574406
q [W/m^2],10361.01596294953
Nu [-],4.200745821146128
h [W/(m^2 K),397.0303083981122
K_L [-],0.041787296649719356
