,0
Tvent [K],305.89433173076907
Tl8 [C],399.21537500000005
T6 [C],399.7933942307695
T4 [C],399.41362019230803
T2 [C],386.98961057692327
Pbypass [PSI],1302.860538461537
dPbypass [PA],3902.6745711538456
dPtest [PSI],14.286582086538466
Pvent [PSI],1481.901868269231
Tbypass [K],415.81212980769226
Treturn [K],303.6635769230771
Tout [C],364.90087019230765
Tin [C],358.27672115384615
Preturn [PSI],1286.436982692307
dPreturn [PA],4846.571776936659
dPvent [PA],2957.556744334182
Ptest [PSI],1417.0439865384594
Pinlet [PSI],1446.0305686250003
Poutlet [PSI],1431.7439865384622
Taverage [C],361.5887956730769
Paverage [PSI],1438.8872775817304
m_dot [kg/s],0.007072644295343587
Re [-],28613.015912275005
q [W/m^2],1071692.744670284
Nu [-],172.2879337031732
h [W/(m^2 K),44302.076249491074
K_L [-],1.6941745086112903
