,0
Tvent [K],0.07627127698096915
Tl8 [C],0.137258738912911
T6 [C],0.1371622492324273
T4 [C],0.13787896480984474
T2 [C],0.13250129414301848
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.07087069788850914
Tin [C],0.06931820131568563
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8168360893153916
dPvent [PA],0.822260046046602
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04956729983781198
Paverage [PSI],0.34669157196986866
m_dot [kg/s],2.3193464798638407e-06
Re [-],569.0929759170012
q [W/m^2],8311.273238235399
Nu [-],3.0275704683355857
h [W/(m^2 K),254.06413910138727
K_L [-],0.041557399733504856
