Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
8/25/2017 13:57:31:370,1,304.258,446.334,446.751,456.627,429.177,1351.9106,1361.3408,6.9664603,1456.9514,414.891,302.532,407.799,399.987,1311.8828,5860.8079,1498.8376,1411.8956,266557.434522582,876.090142321918,5.12240137904362,7.81199999999996,0.915530630032692,224649.775762115,541.466977500392,4.02703307491197,938520.32058,3102.21834576177,9.63907567322013,4885.29955075463,16.0564374667376,24065.992197195,5.14828350523265,4536.60875100204,10.9344592941328,14885.5255630421,4.40442570251924,4403.73347211672,14.5562567666122,85311.4246521891,10.5441311505965
8/25/2017 13:57:32:580,2,304.277,446.359,446.763,456.655,429.22,1344.431,1192.3578,7.0220881,1456.7272,414.891,302.577,407.799,399.987,1314.8281,5671.6094,1465.5997,1413.2466,260606.205202399,856.476845776707,5.06473844383976,7.81199999999996,0.905224490491831,195675.418089551,471.63090568258,3.75837695994001,910262.069625722,3008.36504303276,9.49214744510703,4884.55530206932,16.0529888952149,23527.2557089304,5.09033313077463,4511.77965882234,10.8746144380629,12966.4313472169,4.11071563064225,4413.51061597426,14.5864048357088,82728.3907784114,10.3832781984465
8/25/2017 13:57:33:445,3,304.242,446.405,446.782,456.692,429.227,1334.3082,1723.1772,7.2989258,1455.9261,415.079,302.936,407.799,399.984,1320.6992,5380.9113,1406.9472,1418.7712,250039.307000571,821.843489723876,4.96128034792629,7.815,0.887073875021806,280657.886313012,676.155349494944,4.50010298835645,867462.887141274,2863.51865457151,9.26081518509828,4881.89599064288,16.0460948542374,22576.0082261037,4.98636592554366,4478.17626635259,10.7887324252795,18590.8977321424,4.92217876895032,4433.00017197943,14.6334544985721,78741.3206694023,10.1299790971932
8/25/2017 13:57:34:312,4,304.271,446.46,446.871,456.72,429.27,1328.4275,1685.2884,7.6749975,1457.6242,414.979,302.687,407.803,399.987,1335.1781,5298.8964,1394.238,1420.2441,248069.65390008,815.291808618237,4.94146528094135,7.81599999999997,0.883644009015325,273277.102555541,658.532365627035,4.44107156048621,863606.265226543,2853.13298961152,9.24400595453453,4887.53296072556,16.0630916542344,22395.7727818165,4.96642172645478,4458.6548424287,10.7442902952407,18107.2278008018,4.85772789916056,4481.06396452992,14.8042828549952,78446.3611249156,10.1109881951074
8/25/2017 13:57:35:183,5,304.252,446.46,446.856,456.729,429.282,1332.5525,1690.1194,7.454477,1457.1757,414.921,302.594,407.803,399.991,1311.9806,5943.6357,1504.2124,1422.6994,267554.487958279,879.384483777522,5.13202316597282,7.81200000000001,0.917250339207652,274911.476709822,662.563419807197,4.45464332133859,951854.903045397,3145.65028733351,9.70631604933272,4886.04413139744,16.059201357419,24156.4498159264,5.15794993974659,4472.34808875755,10.7787942494054,18217.4492695285,4.87249033478183,4404.05812653877,14.5543471666284,86505.7374097667,10.6176806341961
8/25/2017 13:57:36:048,6,304.258,446.386,446.834,456.637,429.242,1341.8073,1147.7915,7.0360619,1456.8233,414.869,302.548,407.803,399.991,1314.7304,5750.3728,1487.5953,1421.2266,264534.81189639,869.442420236741,5.1029301271115,7.81200000000001,0.912050518610375,187994.139132392,453.140965298425,3.68396819065633,922834.583987708,3050.20883954846,9.55793332349836,4884.8743132141,16.0550398451778,23883.4018149992,5.12871612454395,4503.07009024221,10.8541975665625,12458.3557062211,4.0293738644986,4413.1862935097,14.586731009657,83879.1412388479,10.4552444090934
8/25/2017 13:57:36:912,7,304.281,446.383,446.797,456.658,429.233,1376.3987,1755.8561,6.9042854,1456.3106,415.002,302.716,407.807,399.98,1317.6496,5479.1655,1413.2999,1421.1037,251234.625528218,825.666490935084,4.97280624964002,7.827,0.890499973170018,295001.571791575,710.843735190614,4.6140923119769,881262.943302785,2911.18719625915,9.33757869826712,4883.17236717948,16.0482329398795,22680.9660091084,4.99794350457315,4617.89883231731,11.127413439736,19538.1367653824,5.0460177579963,4422.87679646319,14.610647592011,80054.1562188046,10.2140773898531
8/25/2017 13:57:37:776,8,304.268,446.445,446.911,456.723,429.285,1328.0098,1690.1668,7.7155412,1457.7844,415.015,302.969,407.807,399.987,1332.1676,5315.1356,1381.5289,1423.5591,245835.404118545,807.956814776922,4.91918644212623,7.81999999999999,0.880110240885554,273981.981307038,660.173683618757,4.44660255243242,864299.717526376,2852.76618243575,9.24341171712636,4888.06475661935,16.0649978197489,22194.25876642,4.94402765565957,4457.2682560065,10.7400172427659,18152.4205751505,4.86378618133465,4471.07038439101,14.7575177143239,78438.2077710338,10.110462736655
8/25/2017 13:57:38:644,9,304.281,446.454,446.92,456.732,429.322,1332.0238,1719.1041,7.4985045,1457.3038,414.898,302.574,407.795,399.972,1311.3029,5961.4945,1474.3972,1420.9809,262274.308258609,861.9477005091,5.0808885250526,7.82300000000004,0.909389708721484,279515.126949497,673.696009499918,4.49191155335035,954221.779321156,3153.68068413398,9.71869757296785,4886.46936893798,16.0590683247984,23677.4453726914,5.10655472522596,4470.59302952505,10.7751616771473,18523.6246173467,4.91326498751822,4401.808450651,14.5478740759318,86727.0712903602,10.6312551740756
8/25/2017 13:57:39:509,10,304.287,446.423,446.84,456.72,429.264,1336.723,1762.8655,7.0645459,1456.8553,414.865,302.545,407.799,399.972,1312.6909,5770.6764,1464.6218,1418.1572,260455.221114785,855.952509028596,5.0631878852529,7.827,0.906684968130189,287641.638976177,693.337926738041,4.55692297274542,924656.338885034,3056.26051954266,9.56741019797223,4884.98053960986,16.0538588227885,23512.8316059784,5.08877249941316,4486.19237574287,10.8136197937712,19062.9572645563,4.98427893849676,4406.41602056723,14.5644979112768,84047.004374454,10.465700959364
