,0
Tvent [K],304.27436057692296
Tl8 [C],446.36697596153806
T6 [C],446.7970384615385
T4 [C],456.7346971153848
T2 [C],429.2148557692307
Pbypass [PSI],1338.6007692307699
dPbypass [PA],1699.8029461538458
dPtest [PSI],7.3332369519230785
Pvent [PSI],1471.551748076922
Tbypass [K],415.02012499999995
Treturn [K],302.7096201923076
Tout [C],407.7438846153842
Tin [C],399.9453557692302
Preturn [PSI],1322.3713533653852
dPreturn [PA],5474.650445380897
dPvent [PA],1432.0949051351256
Ptest [PSI],1423.2396644230757
Pinlet [PSI],1445.2729013749997
Poutlet [PSI],1437.9396644230767
Taverage [C],403.84462019230733
Paverage [PSI],1441.6062828990393
m_dot [kg/s],0.004917179775343296
Re [-],19022.159268979252
q [W/m^2],877173.5637388724
Nu [-],109.51172306062453
h [W/(m^2 K),29424.647864309525
K_L [-],1.6923593254480118
