Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
8/25/2017 14:25:54:389,1,304.22,451.897,452.403,462.893,434.282,1331.6583,994.5309,4.9307779,1456.4068,406.78,302.753,408.848,399.848,1321.4094,5371.1691,888.3462,1432.2759,157926.897038986,519.120692390328,3.94305994064658,9.0,0.811919415438478,161659.874362453,397.413526629758,3.45001140971603,866357.965569956,2861.59993648273,9.25771203242272,4883.49171028174,16.0525005268613,14260.1778435352,3.96299057703823,4469.37972491094,10.9872160010594,10927.125818028,3.77363745440818,4435.3577340504,14.6500868168124,78688.09362278,10.1265547196538
8/25/2017 14:25:55:598,2,304.22,451.937,452.419,462.915,434.275,1330.5097,966.77743,4.9800887,1456.2786,406.674,302.255,408.84,399.833,1342.6195,5436.9387,889.32411,1433.7487,158086.8294611,519.646405433898,3.94505600199395,9.00699999999995,0.812962238980459,157013.033238084,386.090660426002,3.40050843875031,891042.753203537,2947.9835013599,9.39640512757016,4883.06614078371,16.0511016395494,14274.6316801118,3.96499847313733,4465.56686121802,10.9807041050522,10615.8968942729,3.71950843413284,4505.76624894968,14.9071686124288,81049.3619363396,10.2773702360603
8/25/2017 14:25:56:461,3,304.211,451.859,452.368,462.874,434.252,1333.2312,1058.4689,4.6380138,1455.798,406.613,302.21,408.837,399.84,1312.8212,5906.28,987.08202,1432.3988,175406.432209325,576.594640592631,4.15560738644664,8.99700000000001,0.855400044126432,172256.145873092,423.636592713691,3.56201662455492,946478.533674406,3131.85709829061,9.68501232442667,4881.47075310235,16.0463321612379,15839.0459633057,4.17662110165544,4474.60108422019,11.0045696626035,11647.9947457493,3.89612412951743,4406.84856117247,14.5820739259868,86125.8115875774,10.594339003404
8/25/2017 14:25:57:324,4,304.204,451.763,452.239,462.806,434.222,1345.6254,706.76712,4.3668805,1455.5096,406.577,302.168,408.837,399.833,1314.0202,5713.0233,933.80432,1432.2759,165906.006053238,545.377463982189,4.04154857519086,9.00399999999996,0.832569175025529,116089.160050192,285.528104271003,2.92431155168967,916345.375172273,3032.56921703249,9.53025607141015,4880.51338771053,16.0435542849881,14981.5402994764,4.06198955408119,4515.7445590442,11.1067388441653,7849.87782548284,3.19844325898514,4410.82873143873,14.5972728132652,83394.5596986407,10.4249999589864
8/25/2017 14:25:58:198,5,304.23,451.825,452.319,462.849,434.234,1346.2194,989.65288,4.5727383,1454.6125,406.783,302.491,408.833,399.833,1319.2786,5473.4814,905.94493,1432.1531,160857.112901001,528.735209877399,3.97940668306018,9.0,0.819403609515606,162625.967415179,399.785554989219,3.46029207391486,881437.087226305,2913.92830605309,9.34197369325228,4877.5353970968,16.032394560355,14524.4665677132,3.99954570829323,4517.71638651555,11.1059616220824,10991.0469044633,3.78465880052161,4428.28438392251,14.6393921932306,80128.4408769528,10.2188152657367
8/25/2017 14:25:59:068,6,304.198,451.832,452.326,462.843,434.244,1329.0345,978.80708,4.8705941,1456.4387,406.638,302.268,408.833,399.837,1336.6963,5385.7825,887.37201,1432.8891,157757.164463499,518.600268455082,3.94108296557809,8.99600000000004,0.811151662376475,158790.49858062,390.495965897482,3.41985336297296,878764.921033403,2907.23768653448,9.33124255909864,4883.59760472002,16.0540095750794,14245.8787451975,3.96100317529665,4460.66982437333,10.9696334931151,10737.1549280662,3.74069080168425,4486.10374309391,14.841477573193,79932.9701878455,10.2063434235039
8/25/2017 14:25:59:931,7,304.205,451.822,452.344,462.846,434.256,1332.6112,1077.9817,4.7094915,1456.0223,406.597,302.213,408.814,399.844,1311.4789,5956.6234,968.99806,1432.2759,172219.407031003,566.129442418774,4.11772254003725,8.97000000000003,0.845058084721808,175350.093873078,431.262635664006,3.59393423099319,953570.059414026,3155.29133231868,9.72117902338316,4882.21533374515,16.049096279631,15551.5431597157,4.13854149305555,4472.54294780228,10.9999408451176,11857.7349321193,3.93104550226618,4402.39269582769,14.5671850510325,86771.2353471106,10.6339617084466
8/25/2017 14:26:00:796,8,304.234,451.761,452.252,462.775,434.241,1340.6978,873.28758,4.5411146,1455.4136,406.561,302.18,408.81,399.848,1313.8377,5787.7285,965.0864,1430.8022,171452.483343338,563.554643278982,4.10834801349454,8.96199999999999,0.842382241827045,142915.500905268,351.522897929876,3.24471098288332,928198.848714606,3071.67532171092,9.5915073326631,4880.19470852324,16.0409247767286,15480.8783454438,4.12912820732305,4499.38702192661,11.0669420380376,9664.62303039814,3.54894820748981,4410.22290902539,14.5946882951399,84470.0933943979,10.4920098366573
8/25/2017 14:26:01:662,9,304.193,451.751,452.187,462.773,434.195,1380.9151,989.84217,4.2153873,1454.8048,406.719,302.387,408.814,399.848,1318.9594,5415.0155,925.49577,1430.0653,164350.231025992,540.282751496558,4.02262696352591,8.96600000000001,0.825173995488435,166849.183618658,410.232085588963,3.50520983315751,871810.884637892,2883.0964447476,9.29241921441427,4878.17375134384,16.0364431507097,14841.6603018273,4.0429820428094,4632.89136024934,11.3908899270733,11275.1832036454,3.83326642732054,4427.22477562478,14.6409229749453,79280.8248436347,10.1646231481779
8/25/2017 14:26:02:526,10,304.193,451.779,452.237,462.838,434.208,1329.041,978.8545,4.9145835,1456.631,406.696,302.653,408.803,399.844,1328.7857,5341.9361,881.99348,1430.925,156821.671499347,515.533465593709,3.92941266086663,8.959,0.805423348088722,158798.968105839,390.461101426714,3.41970069297191,866452.561338739,2862.85799690979,9.25974681744002,4884.23595896706,16.0563719709758,14161.6153908554,3.94927127592527,4460.69140160997,10.9681221394112,10736.1957127123,3.74052370862206,4459.84391414627,14.7358325017306,78717.875604548,10.1284708947897
8/25/2017 14:26:03:393,11,304.167,451.841,452.348,462.875,434.236,1332.3306,989.79476,4.8965896,1455.7659,406.613,302.226,408.803,399.829,1312.0783,6013.4636,951.88828,1429.2066,169148.705055717,556.104722260195,4.08110247948506,8.97399999999999,0.837916232518915,160971.246969074,395.883178769676,3.44336240335665,963109.340664116,3186.71901379801,9.76947204884927,4881.3641947491,16.0483030530896,15276.1915901242,4.10173989719762,4471.61147509443,10.9972171944685,10884.9879536668,3.76635435814239,4404.38244900333,14.573142115514,87635.0596492704,10.6867621890601
8/25/2017 14:26:04:263,12,304.108,451.716,452.239,462.785,434.18,1338.1524,1275.1919,4.4434503,1455.6378,406.574,302.158,408.81,399.833,1313.7465,5743.0692,975.83973,1428.5925,173389.572620887,570.157880163913,4.13234692023818,8.97699999999998,0.848721175493835,208291.850447952,512.309814321507,3.91710800847695,920972.742321401,3047.9839763349,9.55444684526949,4880.93895720855,16.0500182737993,15662.2454987994,4.15324530055801,4490.93737605862,11.0458056247045,14085.5218615977,4.28443612920682,4409.92016379746,14.5947489849597,83818.6533772535,10.4514739280051
