,0
Tvent [K],304.1904375
Tl8 [C],475.2084759615384
T6 [C],476.5179711538462
T4 [C],483.23731730769214
T2 [C],461.6695480769234
Pbypass [PSI],1320.3142322115384
dPbypass [PA],502.9327973995189
dPtest [PSI],2.7224828980769233
Pvent [PSI],1452.8282076923085
Tbypass [K],400.5649038461537
Treturn [K],301.6676826923075
Tout [C],416.9033509615379
Tin [C],404.7374615384627
Preturn [PSI],1303.415984134615
dPreturn [PA],4997.474544891944
dPvent [PA],542.5359758259596
Ptest [PSI],1419.3180980769234
Pinlet [PSI],1436.7405809749996
Poutlet [PSI],1434.0180980769235
Taverage [C],410.82040625
Paverage [PSI],1435.3793395259615
m_dot [kg/s],0.003008236081432828
Re [-],11554.941988657645
q [W/m^2],837173.8857470069
Nu [-],61.29128084382487
h [W/(m^2 K),16582.92805217455
K_L [-],1.654879021216505
