,0
Tvent [K],0.07627127698096915
Tl8 [C],0.13179911971802816
T6 [C],0.1321623083976389
T4 [C],0.13402592004353867
T2 [C],0.1280440970274141
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.06821472233288478
Tin [C],0.06652761697308157
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8164165067296263
dPvent [PA],0.8222656337827686
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04764234503849915
Paverage [PSI],0.34669157196986866
m_dot [kg/s],2.334737256547259e-06
Re [-],573.6339380669338
q [W/m^2],8229.527225675967
Nu [-],3.0828560343304745
h [W/(m^2 K),245.19837062995293
K_L [-],0.041009312474139074
