,0
Tvent [K],0.07627127698096915
Tl8 [C],0.12158782563679164
T6 [C],0.1216818353157965
T4 [C],0.12401653424740058
T2 [C],0.11701725141564558
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.0668337922500382
Tin [C],0.06593823468168414
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8169375342171011
dPvent [PA],0.8220933162700295
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04694306812368082
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.5066716469480615e-06
Re [-],1197.3824426174388
q [W/m^2],14448.650952534723
Nu [-],8.146033741697613
h [W/(m^2 K),974.8587300963488
K_L [-],0.041908957786563575
