,0
Tvent [K],301.62125480769237
Tl8 [C],86.15774519230766
T6 [C],85.68365865384615
T4 [C],84.87116346153849
T2 [C],80.96022115384613
Pbypass [PSI],1289.5082336538467
dPbypass [PA],333.9572097153845
dPtest [PSI],1.2638231153846147
Pvent [PSI],1439.5565754807694
Tbypass [K],311.08003365384616
Treturn [K],297.25065865384624
Tout [C],39.36536538461537
Tin [C],28.609610576923078
Preturn [PSI],1280.6591336538456
dPreturn [PA],5228.666739592494
dPvent [PA],561.7367090763481
Ptest [PSI],1393.9516269230771
Pinlet [PSI],1409.9154500384625
Poutlet [PSI],1408.6516269230788
Taverage [C],33.987487980769195
Paverage [PSI],1409.2835384807704
m_dot [kg/s],0.0030597432553643783
Re [-],20268.187997931
q [W/m^2],753944.8087226287
Nu [-],114.10787817621501
h [W/(m^2 K),18058.72354741316
K_L [-],1.5824712389888782
