,0
Tvent [K],0.07627127698096915
Tl8 [C],0.07627127698096915
T6 [C],0.07627127698096915
T4 [C],0.07627127698096915
T2 [C],0.07627127698096915
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.01585967468995707
Tin [C],0.01436806803860822
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.817044227513711
dPvent [PA],0.8223540434715306
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.01070012453704791
Paverage [PSI],0.34669157196986866
m_dot [kg/s],2.2991086141850613e-06
Re [-],1006.18654916134
q [W/m^2],4719.745792503
Nu [-],5.668379793887806
h [W/(m^2 K),225.76594390241047
K_L [-],0.03938155098028443
