,0
Tvent [K],304.37667788461533
Tl8 [C],457.83056730769204
T6 [C],458.09738942307706
T4 [C],473.74741346153894
T2 [C],437.8216778846153
Pbypass [PSI],1327.3783903846156
dPbypass [PA],2443.2066072115394
dPtest [PSI],10.021968662980763
Pvent [PSI],1471.9294447115385
Tbypass [K],421.5788750000001
Treturn [K],302.9574567307693
Tout [C],409.1535913461528
Tin [C],399.594543269231
Preturn [PSI],1311.7626288461552
dPreturn [PA],5385.788177205815
dPvent [PA],1948.3738651342976
Ptest [PSI],1418.8076052884624
Pinlet [PSI],1443.529573951442
Poutlet [PSI],1433.50760528846
Taverage [C],404.374067307693
Paverage [PSI],1438.5185896199512
m_dot [kg/s],0.005735414189803325
Re [-],22175.649633216493
q [W/m^2],1254115.7194042588
Nu [-],122.2899109013687
h [W/(m^2 K),32874.586541707096
K_L [-],1.6951403103377325
