,0
Tvent [K],0.07627127698096915
Tl8 [C],0.1345720301588826
T6 [C],0.13451137192786355
T4 [C],0.13498889601686395
T2 [C],0.1299957855915917
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.07054382522554144
Tin [C],0.0692390636786287
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8168242488302814
dPvent [PA],0.8222470999507693
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.049422867218892025
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.8468418974444296e-06
Re [-],747.50368281798
q [W/m^2],10357.531225542709
Nu [-],4.032443523019857
h [W/(m^2 K),374.6805946710427
K_L [-],0.04278989594982677
