,0
Tvent [K],303.4927451923079
Tl8 [C],485.2061778846153
T6 [C],484.98746634615406
T4 [C],486.70923557692305
T2 [C],468.7063413461537
Pbypass [PSI],1325.0742192307687
dPbypass [PA],998.7154288942311
dPtest [PSI],5.1531093947115405
Pvent [PSI],1456.0541625000008
Tbypass [K],414.7530144230769
Treturn [K],300.76574038461536
Tout [C],433.6986250000009
Tin [C],424.28979807692235
Preturn [PSI],1310.9688182692296
dPreturn [PA],5382.761118277121
dPvent [PA],951.531486934666
Ptest [PSI],1415.7643389423065
Pinlet [PSI],1435.6174483370198
Poutlet [PSI],1430.4643389423093
Taverage [C],428.99421153846146
Paverage [PSI],1433.0408936396634
m_dot [kg/s],0.003992513657809818
Re [-],15058.457442688128
q [W/m^2],859280.7227542228
Nu [-],78.96032285596908
h [W/(m^2 K),21748.844838546516
K_L [-],1.7304272775409357
