,0
Tvent [K],305.12446634615395
Tl8 [C],439.3741971153846
T6 [C],439.71078365384597
T4 [C],448.6437980769232
T2 [C],422.7548317307692
Pbypass [PSI],1331.087650480769
dPbypass [PA],3792.5433283653856
dPtest [PSI],14.519882120192303
Pvent [PSI],1478.690686538461
Tbypass [K],429.20574999999997
Treturn [K],303.32660096153836
Tout [C],406.61027884615356
Tin [C],400.1103317307698
Preturn [PSI],1317.4188764423084
dPreturn [PA],5414.262162040971
dPvent [PA],2822.128981137058
Ptest [PSI],1412.7211019230758
Pinlet [PSI],1441.9409840432693
Poutlet [PSI],1427.4211019230765
Taverage [C],403.36030528846163
Paverage [PSI],1434.6810429831733
m_dot [kg/s],0.006909821224521969
Re [-],26744.54934626836
q [W/m^2],1027392.2331626286
Nu [-],163.70492193881807
h [W/(m^2 K),43961.4719584147
K_L [-],1.6900850809147787
