Time,Scan,Tvent [K],Tl8 [C],T6 [C],T4 [C],T2 [C],Pbypass [PSI],dPbypass [PA],dPtest [PSI],Pvent [PSI],Tbypass [K],Treturn [K],Tout [C],Tin [C],Preturn [PSI],dPreturn [PA],dPvent [PA],Ptest [PSI],PdPvent,DivTvent,mdotvent,dT,CVHeatFlux,PdPbypass,DivTbypass,mdotbypass,PdPreturn,DivTreturn,mdotreturn,PdivRvent,rhoVent,rhodPvent,MFRventcheck,PdivRbypass,rhoBypass,rhodPbypass,MFRbypass,PdivRreturn,rhoReturn,rhodPreturn,MFRreturn
8/28/2017 15:26:59:369,1,304.327,457.173,457.458,466.207,437.224,1320.7913,2395.7009,10.262424,1457.6883,421.382,302.424,408.378,398.887,1321.064,5165.7314,1898.663,1419.1397,337834.276395282,1110.10287090952,5.76608210012113,9.49099999999999,1.25207352777106,386240.624905803,916.604470304386,5.23950421856643,833003.514933675,2754.42264811548,9.08269015925711,4887.74574547457,16.0608350408428,30494.1132411517,5.79520192870523,4433.30590482473,10.5208715721714,25204.8614942355,5.73125008596751,4434.21115289113,14.6622330003278,75741.1574039094,9.93512122424023
8/28/2017 15:27:00:539,2,304.369,457.133,457.483,465.526,437.209,1320.5694,2405.9307,10.243287,1457.464,421.369,302.401,408.39,398.887,1301.5939,5850.2527,2053.6066,1419.1397,365347.586888641,1200.3442758252,5.99586880809938,9.50299999999999,1.30361662182218,387824.730134712,920.392174399901,5.25031871505214,929482.646248786,3073.67583522801,9.59463019151157,4887.00116483177,16.0561724907325,32973.0617977067,6.02615373747053,4432.56929116161,10.5194480162556,25309.0629293635,5.74308487662996,4369.57869826147,14.4496172243527,84533.9121807356,10.4959725463178
8/28/2017 15:27:01:403,3,304.353,457.071,457.369,465.27,437.166,1329.5371,2609.9622,9.6687795,1456.9193,421.327,302.337,408.382,398.883,1302.2651,5652.1249,2016.946,1420.3669,358691.365934891,1178.53731008037,5.94115491695001,9.49900000000002,1.2911770640932,423570.624791052,1005.32513888512,5.48722135646895,898467.366494418,2971.74135648107,9.43419205279612,4885.19299240138,16.0510755353205,32374.1525966624,5.97117464374844,4462.33824270179,10.5911518670814,27642.5060275418,6.00199885706026,4371.8067969126,14.4600455680668,81729.9836104048,10.3204327400025
8/28/2017 15:27:02:270,4,304.359,457.078,457.357,469.043,437.138,1352.4262,2542.093,9.3315785,1456.3747,421.447,302.482,408.378,398.883,1306.4419,5420.6995,1949.4959,1418.7712,346566.521567599,1138.67676516087,5.8398196935626,9.495,1.26861968413183,419658.637032908,995.756612416051,5.46104566885061,864443.451283321,2857.83435471638,9.25161891174722,4883.38515192849,16.0448192822571,31279.3094070012,5.86933836064671,4538.32032380377,10.7684247931621,27374.3372877237,5.97281425265632,4385.67199721959,14.4989519945636,78594.461827455,10.1205280790163
8/28/2017 15:27:03:136,5,304.353,457.155,457.421,470.127,437.212,1316.9667,2484.6443,10.586993,1458.0408,421.619,303.074,408.382,398.879,1319.7218,5212.8231,1883.998,1420.3669,335305.957523267,1101.70084580493,5.74421980877962,9.50299999999999,1.24890331356317,399420.336739556,947.34899693694,5.32665058008695,839743.272681357,2770.75325722878,9.10957540524366,4888.9158956154,16.0633077236479,30263.2396247371,5.77322225511011,4420.60985878611,10.4848449875032,26051.1103345834,5.82666864504344,4429.75561950383,14.6160859047752,76191.0702359965,9.96458552285307
8/28/2017 15:27:04:003,6,304.362,457.192,457.474,470.25,437.24,1319.5121,2406.1204,10.263189,1457.5281,421.363,302.408,408.394,398.879,1304.7151,5890.0408,2002.7737,1419.1397,356319.812805768,1170.71057755491,5.92139428254063,9.51499999999999,1.2890501417042,387544.776610355,919.74088045309,5.2484607538267,938048.184544021,3101.92913065799,9.6386263445562,4887.21394958078,16.0572408828329,32159.0197347025,5.95130173576332,4429.0595046541,10.5112682049779,25291.3768578687,5.74107788093343,4379.93975533822,14.4835445998063,85308.6686214787,10.5439608323531
8/28/2017 15:27:04:870,7,304.311,457.118,457.44,470.259,437.215,1326.2737,2510.4086,9.8716389,1457.1757,421.353,302.385,408.401,398.879,1302.4019,5716.2687,2027.2103,1419.8756,360580.203833081,1184.9069006151,5.95718823629002,9.52199999999999,1.29779632096423,406414.062875584,964.54531681413,5.37477795536336,908759.181475471,3005.30509607114,9.4873187662485,4886.04413139744,16.0560877897856,32549.0665451575,5.9872837106741,4451.50514207886,10.5647880567573,26521.9347948608,5.87908586805896,4372.26091475449,14.4592519958149,82652.9696090893,10.3785440464576
8/28/2017 15:27:05:734,8,304.359,457.099,457.354,470.465,437.16,1348.1904,2565.0165,9.2022087,1456.6951,421.44,302.424,408.397,398.879,1305.9923,5448.3067,1951.448,1420.8581,346989.871427653,1140.06772077597,5.84338543368574,9.51799999999997,1.27246918038038,422116.714269649,1001.60571912882,5.47706136400618,868546.989013972,2871.95126383479,9.27444097858283,4884.44874371607,16.0483138126885,31317.4498931434,5.87291566499535,4524.25926857959,10.7352393426813,27536.0660454266,5.99043209051404,4384.17951635912,14.4967975966164,78982.9994741891,10.1455130350691
8/28/2017 15:27:06:601,9,304.369,457.182,457.483,470.555,437.218,1316.4902,2510.5035,10.614552,1457.7524,421.8,303.155,408.409,398.891,1314.7434,5248.5531,1910.8795,1419.9984,340022.942919288,1117.14051995863,5.78433065674292,9.51799999999997,1.25960927502812,403431.325549078,956.451696417919,5.35218023337717,842309.599364099,2778.47833406706,9.12226567047516,4887.95853022358,16.0593179010464,30687.4213610925,5.81354136687529,4419.0280813617,10.476595735803,26301.5302628185,5.8546064986306,4413.22944798297,14.5576666984974,76406.6866791652,9.97867516993889
8/28/2017 15:27:07:466,10,304.372,457.241,457.514,470.579,437.255,1318.7615,2405.9307,10.39715,1457.6883,421.395,302.395,408.401,398.895,1350.9536,5603.4011,1931.8972,1420.2441,343747.728076058,1129.36711680463,5.8158979584917,9.50600000000003,1.26488670080351,387293.786187646,919.075418995588,5.24656169703473,924024.102138992,3055.68578230127,9.56651056827006,4887.74574547457,16.0584605202665,31023.2949154135,5.84526936678475,4426.56783175848,10.5045570824487,25273.2363745658,5.73901858994183,4533.43191785374,14.9917555444162,84004.819508513,10.4630741578032
