,0
Tvent [K],0.07627127698096915
Tl8 [C],0.12567165216938536
T6 [C],0.1257483504102457
T4 [C],0.12910392502249118
T2 [C],0.1203017858688247
Pbypass [PSI],0.0
dPbypass [PA],0.0
dPtest [PSI],0.0033096118388769723
Pvent [PSI],0.3466876226407675
Tbypass [K],0.07627127698096915
Treturn [K],0.07627127698096915
Tout [C],0.06697558355251895
Tin [C],0.06580473201898565
Preturn [PSI],0.8320502943378437
dPreturn [PA],0.8167543306680821
dPvent [PA],0.8221890845036586
Ptest [PSI],0.3466876226407675
Pinlet [PSI],0.3467034196872466
Poutlet [PSI],0.3466876226407675
Taverage [C],0.04694675587378466
Paverage [PSI],0.34669157196986866
m_dot [kg/s],1.507576650578466e-06
Re [-],1307.576833008502
q [W/m^2],16550.093513896838
Nu [-],7.689697163357476
h [W/(m^2 K),842.5196232956846
K_L [-],0.041980099634803605
