,0
Tvent [K],304.06991826923104
Tl8 [C],453.1155769230773
T6 [C],453.39211538461535
T4 [C],465.4881634615389
T2 [C],433.75424999999996
Pbypass [PSI],1335.0603384615388
dPbypass [PA],3692.6943278846165
dPtest [PSI],14.185707581730766
Pvent [PSI],1469.5556225961539
Tbypass [K],428.329639423077
Treturn [K],302.79016826923066
Tout [C],407.9677980769223
Tin [C],399.5246682692315
Preturn [PSI],1321.0331293269232
dPreturn [PA],5437.076156518443
dPvent [PA],2747.2640497498724
Ptest [PSI],1412.3297596153852
Pinlet [PSI],1441.215467197116
Poutlet [PSI],1427.0297596153857
Taverage [C],403.7462331730768
Paverage [PSI],1434.1226134062506
m_dot [kg/s],0.006808507499619603
Re [-],26342.00995381675
q [W/m^2],1314967.1122260946
Nu [-],146.0426555225722
h [W/(m^2 K),39233.48367880278
K_L [-],1.6990955168160764
