,0
Tvent [K],304.0770721153846
Tl8 [C],467.73128365384633
T6 [C],467.45125
T4 [C],467.6490384615385
T2 [C],454.2389086538463
Pbypass [PSI],1313.7343581730772
dPbypass [PA],4460.9098552884625
dPtest [PSI],17.734274706730773
Pvent [PSI],1458.430910096154
Tbypass [K],438.8018221153844
Treturn [K],302.427639423077
Tout [C],429.60762500000175
Tin [C],424.06978365384543
Preturn [PSI],1298.5835293269245
dPreturn [PA],5390.304267336394
dPvent [PA],3300.1905120361002
Ptest [PSI],1396.39641201923
Pinlet [PSI],1428.830686725961
Poutlet [PSI],1411.0964120192305
Taverage [C],426.8387043269226
Paverage [PSI],1419.9635493725968
m_dot [kg/s],0.007435230829134679
Re [-],28104.35398624707
q [W/m^2],941887.7863824344
Nu [-],131.497394408072
h [W/(m^2 K),36139.39714512699
K_L [-],1.7068502779322572
